WKT,ID,CODIGO,NOMOFICIAL,ALT_IZQINI,ALT_IZQFIN,ALT_DERINI,ALT_DERFIN,NOMANTER,TIPO_C,LONG,OBSERVA,NOM_MAPA,SENTIDO,COD_SENT,RED_JERARQ,RED_TP,FFCC,TIPO_FFCC,METROBUS
"LINESTRING (-58.4475415243428 -34.6633635125506,-58.4478250748043 -34.663475099886,-58.4482050897529 -34.6637036027356,-58.4486451175827 -34.6639575185484)",25710,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,3521,3579,CRUZ,AVENIDA,121.06,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4486451175827 -34.6639575185484,-58.4487379174698 -34.6640110678477,-58.4488831998343 -34.6641098399239)",28838,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,3581,3599,CRUZ,AVENIDA,27.62,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4487507323137 -34.664341923584,-58.4484440623809 -34.6641080285017)",28840,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",3582,3600,0,0,CRUZ,AVENIDA,38.25,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4514519810536 -34.6655239959998,-58.4515511004341 -34.6655930210922,-58.4516358978919 -34.6656811298375,-58.451723930467 -34.665799662187,-58.4518002014239 -34.6659131932821,-58.451817144398 -34.6659428061587)",25918,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,3717,3729,CRUZ,AVENIDA,57.84,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4515559887246 -34.6660441122744,-58.4514383676386 -34.6658652494348,-58.4512783101167 -34.665635965189)",27799,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",3716,3730,0,0,CRUZ,AVENIDA,51.94,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4681426676843 -34.6814741477169,-58.4680153153707 -34.6813657309788,-58.467914242171 -34.6812796014652)",28957,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",5602,5630,0,0,CRUZ,AVENIDA,30.07,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4705950912946 -34.6831818605629,-58.4722813432375 -34.6846873390231,-58.4722903098944 -34.6847779468891,-58.4723019052065 -34.6848291457924)",27021,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,5901,6099,CRUZ,AVENIDA,243.40,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4791222468336 -34.690986663475,-58.4797688529565 -34.6915343345854)",29527,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,0,0,CRUZ,AVENIDA,84.86,Paso debajo de la Av. Gral Paz,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DOBLE,2,VÍA LOCAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4797688529565 -34.6915343345854,-58.4794299091433 -34.6918388919577,-58.4775063056574 -34.6932846898758,-58.4762233360116 -34.6942489365478,-58.4733800967543 -34.6963857129875,-58.4724924653395 -34.6970527574058,-58.4706462217849 -34.6984401321869)",29625,17041,"PAZ, GRAL. AV.",0,0,0,0,ZUFRIATEGUI(PARCIAL),AVENIDA,1134.01,Colectora del Lado de Provincia: Nombre real: Zufriategui y posee altura oficial,AV.GRAL PAZ,CRECIENTE,1,VÍA TRONCAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4255214963512 -34.644807747983,-58.4254926568059 -34.6449966899151)",29804,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,0,0,CRUZ,AVENIDA,21.13,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4698274839588 -34.6980107499902,-58.4700154024767 -34.6978582706708)",27412,17041,"PAZ, GRAL. AV.",0,0,0,0,ZUFRIATEGUI(PARCIAL),AVENIDA,24.14,,AV.GRAL PAZ,DECRECIENTE,-1,VÍA TRONCAL,SI,,,Metrobus Sur
"LINESTRING (-58.4643296187789 -34.7021893489516,-58.4658190380292 -34.7010753521382,-58.4668923971796 -34.7002579077357,-58.468487815988 -34.6990428156908,-58.4695910501078 -34.6982025988413,-58.4698274839588 -34.6980107499902)",27414,17041,"PAZ, GRAL. AV.",16802,17400,0,0,ZUFRIATEGUI(PARCIAL),AVENIDA,684.57,,AV.GRAL PAZ,DECRECIENTE,-1,VÍA TRONCAL,SI,,,Metrobus Sur
"LINESTRING (-58.463962925161 -34.7036984260033,-58.4638654483561 -34.703799930233,-58.4637594948801 -34.7038979343448,-58.4636153973246 -34.7039924385432,-58.4634162032163 -34.7041359444762)",28529,17041,"PAZ, GRAL. AV.",0,0,0,0,ZUFRIATEGUI(PARCIAL),AVENIDA,70.02,,AV.GRAL PAZ,CRECIENTE,1,VÍA TRONCAL,SI,,,Metrobus Sur
"LINESTRING (-58.4704623415042 -34.6985928359164,-58.4704002578121 -34.6986405247647,-58.4691331921853 -34.6995996297537,-58.4678180278769 -34.7005951055281,-58.4663586440558 -34.7016996994021,-58.4647248827033 -34.7029362221882,-58.4645736614863 -34.7030506719583,-58.4644451178985 -34.7031479580688,-58.4642744243463 -34.7033116599454,-58.4641852384121 -34.703397192435,-58.4640625200998 -34.7035531702645,-58.463962925161 -34.7036984260033)",29588,17041,"PAZ, GRAL. AV.",0,0,0,0,ZUFRIATEGUI(PARCIAL),AVENIDA,823.49,Colectora del Lado de Provincia: Nombre real: Zufriategui y posee altura oficial,AV.GRAL PAZ,CRECIENTE,1,VÍA TRONCAL,SI,,,Metrobus Sur
"LINESTRING (-58.4634162032163 -34.7041359444762,-58.4632699858843 -34.7042496988913,-58.463074365517 -34.7044018872013,-58.4628292122985 -34.7045437095629,-58.4626594031866 -34.7046419444076,-58.4618501763269 -34.705086223989)",29577,17041,"PAZ, GRAL. AV.",0,0,0,0,ZUFRIATEGUI(PARCIAL),AVENIDA,178.47,,AV.GRAL PAZ,CRECIENTE,1,VÍA TRONCAL,SI,,,Metrobus Sur
"LINESTRING (-58.4616976104327 -34.7041516929625,-58.4622019593882 -34.7037631836088,-58.4624120903803 -34.7036013141133,-58.4627641998068 -34.7033300726159)",29557,17041,"PAZ, GRAL. AV.",0,0,0,0,ZUFRIATEGUI(PARCIAL),AVENIDA,133.63,,AV.GRAL PAZ,DECRECIENTE,-1,VÍA TRONCAL,SI,,,Metrobus Sur
"LINESTRING (-58.4633420250235 -34.7028951550098,-58.4636916691589 -34.7026728954959,-58.4643296187789 -34.7021893489516)",28384,17041,"PAZ, GRAL. AV.",17402,17500,0,0,ZUFRIATEGUI(PARCIAL),AVENIDA,119.76,,AV.GRAL PAZ,DECRECIENTE,-1,VÍA TRONCAL,SI,,,Metrobus Sur
"LINESTRING (-58.4627641998068 -34.7033300726159,-58.4633420250235 -34.7028951550098)",29531,17041,"PAZ, GRAL. AV.",0,0,0,0,ZUFRIATEGUI(PARCIAL),AVENIDA,71.63,,AV.GRAL PAZ,DECRECIENTE,-1,VÍA TRONCAL,SI,,,Metrobus Sur
"LINESTRING (-58.4706462217849 -34.6984401321869,-58.4704623415042 -34.6985928359164)",29676,17041,"PAZ, GRAL. AV.",0,0,0,0,ZUFRIATEGUI(PARCIAL),AVENIDA,23.89,Colectora del Lado de Provincia: Nombre real: Zufriategui y posee altura oficial,AV.GRAL PAZ,CRECIENTE,1,VÍA TRONCAL,SI,,,Metrobus Sur
"LINESTRING (-58.3814320546872 -34.6278041729561,-58.3796123628576 -34.6277806223165)",16603,2111,BRASIL,1102,1150,1101,1149,,CALLE,166.89,,BRASIL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,,,,Metrobus Sur
"LINESTRING (-58.3821641162637 -34.6278386032948,-58.3817921703867 -34.6278150465112,-58.3814320546872 -34.6278041729561)",16613,2111,BRASIL,1152,1180,1151,1179,,CALLE,67.25,,BRASIL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,,,,Metrobus Sur
"LINESTRING (-58.4105653491697 -34.6350945696848,-58.4093471699681 -34.6347200870849)",18693,2111,BRASIL,3202,3300,3201,3299,,CALLE,119.17,,BRASIL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,,,,Metrobus Sur
"LINESTRING (-58.4107060144903 -34.6363341768605,-58.4105119670987 -34.6357094259257)",19034,12137,SANCHEZ DE LORIA AV.,2152,2200,2151,2199,LORIA,AVENIDA,71.55,,AV.SANCHEZ DE LORIA,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4109273635771 -34.6370431670748,-58.4107060144903 -34.6363341768605)",19215,12137,SANCHEZ DE LORIA AV.,2202,2300,2201,2299,LORIA,AVENIDA,81.23,,AV.SANCHEZ DE LORIA,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4112604638686 -34.6380993277679,-58.4110021971106 -34.6372814459036,-58.4109273635771 -34.6370431670748)",19513,12137,SANCHEZ DE LORIA AV.,2302,2400,2301,2399,LORIA,AVENIDA,121.08,,AV.SANCHEZ DE LORIA,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4113666806097 -34.6384353691628,-58.4112604638686 -34.6380993277679)",19620,1042,ALMAFUERTE AV.,2,10,0,0,ARENA,AVENIDA,38.53,,AV.ALMAFUERTE,DECRECIENTE,-1,VÍA LOCAL,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4117546919784 -34.639449648632,-58.4113666806097 -34.6384353691628)",19918,1042,ALMAFUERTE AV.,12,100,11,99,ARENA,AVENIDA,118.01,,AV.ALMAFUERTE,DECRECIENTE,-1,VÍA LOCAL,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4118257380824 -34.6396184160357,-58.4117546919784 -34.639449648632)",19966,1042,ALMAFUERTE AV.,0,0,0,0,ARENA,AVENIDA,19.82,,AV.ALMAFUERTE,DECRECIENTE,-1,VÍA LOCAL,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4123485776973 -34.6408893774001,-58.4122332875212 -34.6406096730438,-58.4118257380824 -34.6396184160357)",20312,1042,ALMAFUERTE AV.,102,200,101,199,ARENA,AVENIDA,148.92,,AV.ALMAFUERTE,DECRECIENTE,-1,VÍA LOCAL,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4126983663937 -34.6417387733591,-58.4124888841021 -34.6412294459477,-58.4123485776973 -34.6408893774001)",20577,1042,ALMAFUERTE AV.,202,300,201,299,ARENA,AVENIDA,99.54,,AV.ALMAFUERTE,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.413051062688 -34.6425826762541,-58.4129384830142 -34.6423223405464,-58.4126983663937 -34.6417387733591)",20833,1042,ALMAFUERTE AV.,302,380,301,379,ARENA,AVENIDA,99.05,,AV.ALMAFUERTE,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4131481557148 -34.6428073002168,-58.413051062688 -34.6425826762541)",20909,1042,ALMAFUERTE AV.,382,400,381,399,ARENA,AVENIDA,26.46,,AV.ALMAFUERTE,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4134364708582 -34.6434551836722,-58.4132482275534 -34.6430388973503,-58.4131481557148 -34.6428073002168)",21077,1042,ALMAFUERTE AV.,402,450,401,449,ARENA,AVENIDA,76.58,,AV.ALMAFUERTE,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4136036108016 -34.6438246287432,-58.4134364708582 -34.6434551836722)",21213,1042,ALMAFUERTE AV.,452,500,451,499,ARENA,AVENIDA,43.76,,AV.ALMAFUERTE,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4139513498424 -34.6445790169501,-58.4137136482033 -34.6440679199719,-58.4136036108016 -34.6438246287432)",21418,1042,ALMAFUERTE AV.,502,600,501,599,ARENA,AVENIDA,89.56,,AV.ALMAFUERTE,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4140063289195 -34.6446971411552,-58.4139513498424 -34.6445790169501)",21466,1042,ALMAFUERTE AV.,0,0,0,0,ARENA,AVENIDA,14.04,,AV.ALMAFUERTE,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.414321774811 -34.6453117926928,-58.4141179044333 -34.6449371226382,-58.4140063289195 -34.6446971411552)",21676,1042,ALMAFUERTE AV.,602,670,601,669,ARENA,AVENIDA,74.09,,AV.ALMAFUERTE,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4145196882896 -34.6456755442027,-58.414321774811 -34.6453117926928)",21779,1042,ALMAFUERTE AV.,672,698,671,697,ARENA,AVENIDA,44.24,,AV.ALMAFUERTE,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4145596117188 -34.6457488720806,-58.4145196882896 -34.6456755442027)",21800,1042,ALMAFUERTE AV.,700,700,699,699,ARENA,AVENIDA,8.92,,AV.ALMAFUERTE,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4153381749806 -34.6470293569751,-58.4151390984488 -34.6467504681661,-58.4146621871075 -34.6459373690197,-58.4145596117188 -34.6457488720806)",22203,1042,ALMAFUERTE AV.,702,800,701,799,ARENA,AVENIDA,159.09,,AV.ALMAFUERTE,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.416258822542 -34.6483052428056,-58.4155418509127 -34.6473146558715,-58.4153381749806 -34.6470293569751)",22520,1042,ALMAFUERTE AV.,802,900,801,899,ARENA,AVENIDA,164.79,,AV.ALMAFUERTE,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.416258822542 -34.6483052428056,-58.4162804170249 -34.6483963805491)",22554,20002,SAENZ AV.,0,0,0,0,,AVENIDA,10.30,,AV.SAENZ,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4164141065219 -34.6548666239048,-58.4180787509028 -34.655423880402)",24207,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",1302,1400,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,164.64,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4182765765519 -34.6552292990718,-58.4198474474725 -34.6557091005788)",24269,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,1401,1499,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,153.52,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4198474474725 -34.6557091005788,-58.4219057565958 -34.6563337683817)",24409,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,1501,1599,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,201.01,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4214957331541 -34.656681880042,-58.4203723333681 -34.6562439473434,-58.4197113717879 -34.6559830747336,-58.4191133706443 -34.6557702506201,-58.4180787509028 -34.655423880402)",24482,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",1402,1600,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,343.03,,AV.INTENDENTE FRANCISCO RABANAL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4219057565958 -34.6563337683817,-58.4228274904777 -34.6568338060678)",24520,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,1601,1699,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,101.08,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4228274904777 -34.6568338060678,-58.4234673778559 -34.6571790236109)",24599,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,1701,1799,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,70.05,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4232184961144 -34.6574002876926,-58.4230523412465 -34.6573211469892,-58.4220017013441 -34.656896844922,-58.4214957331541 -34.656681880042)",24656,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",1602,1800,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,176.93,,AV.INTENDENTE FRANCISCO RABANAL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4244805160615 -34.658002467702,-58.4243460569879 -34.6579372827627,-58.4232184961144 -34.6574002876926)",24770,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",1802,1900,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,133.59,,AV.INTENDENTE FRANCISCO RABANAL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4237867310456 -34.6573428630695,-58.4253340493766 -34.6580487899219)",24779,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,1901,1989,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,162.02,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4253340493766 -34.6580487899219,-58.4257041199165 -34.658213062417)",24818,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,1991,1999,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,38.51,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4253825207974 -34.658480577726,-58.425224547752 -34.6583922168824,-58.4244805160615 -34.658002467702)",24866,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",1902,2000,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,98.24,,AV.INTENDENTE FRANCISCO RABANAL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4257041199165 -34.658213062417,-58.4267456600275 -34.6586740914355)",24904,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,2001,2099,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,108.31,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4264411362897 -34.6590727450609,-58.4253825207974 -34.658480577726)",24968,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",2002,2100,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,117.18,,AV.INTENDENTE FRANCISCO RABANAL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4267456600275 -34.6586740914355,-58.4277421340862 -34.6591150980417)",24973,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,2101,2199,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,103.62,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4274065480692 -34.6596129028966,-58.4269668709153 -34.6593668523276,-58.4264411362897 -34.6590727450609)",25047,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",2102,2200,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,106.87,,AV.INTENDENTE FRANCISCO RABANAL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4277421340862 -34.6591150980417,-58.4290733389907 -34.659704292064)",25063,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,2201,2299,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,138.43,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4290733389907 -34.659704292064,-58.4292556973047 -34.6597849783205,-58.4302138459994 -34.6602222216348)",25134,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,2301,2399,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,119.29,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4286191672379 -34.6602915770309,-58.4284240357318 -34.6601822938773,-58.4274065480692 -34.6596129028966)",25158,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",2202,2300,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,134.25,,AV.INTENDENTE FRANCISCO RABANAL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4302138459994 -34.6602222216348,-58.4313500202451 -34.6607407027794)",25218,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,2401,2499,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,118.97,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4296762945637 -34.660883926973,-58.4286191672379 -34.6602915770309)",25246,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",2302,2400,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,117.08,,AV.INTENDENTE FRANCISCO RABANAL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4313500202451 -34.6607407027794,-58.4323072535394 -34.6611775772224,-58.4325390431566 -34.661283060295)",25301,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,2501,2599,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,124.49,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4307372709327 -34.6614799307806,-58.4298664870665 -34.6609904602243,-58.4296762945637 -34.660883926973)",25324,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",2402,2500,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,117.60,,AV.INTENDENTE FRANCISCO RABANAL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4325390431566 -34.661283060295,-58.4337474263949 -34.6618332278914)",25370,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,2601,2699,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,126.47,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4318067876585 -34.6620705752028,-58.4309725437069 -34.6616121086318,-58.4307372709327 -34.6614799307806)",25406,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",2502,2600,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,117.92,,AV.INTENDENTE FRANCISCO RABANAL,DECRECIENTE,-1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4337474263949 -34.6618332278914,-58.4348683056238 -34.6623435032486)",25427,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,2701,2799,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,117.30,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
