PERIODO;ORIGENFECHA;ORIGENESTACIONID;ORIGENNOMBRE;DESTINOFECHA;DESTINOESTACIONID;DESTINONOMBRE;TIEMPOUSO
2010;29/12/2010 14:01;5;ADUANA;29/12/2010 16:00;3;RETIRO;118
2010;29/12/2010 14:00;7;PLAZA ROMA;29/12/2010 14:12;3;RETIRO;12
2010;29/12/2010 13:58;7;PLAZA ROMA;29/12/2010 14:23;3;RETIRO;25
2010;29/12/2010 13:57;5;ADUANA;29/12/2010 16:00;5;ADUANA;123
2010;29/12/2010 13:55;5;ADUANA;29/12/2010 14:06;7;PLAZA ROMA;11
2010;29/12/2010 13:54;7;PLAZA ROMA;29/12/2010 16:01;3;RETIRO;128
2010;29/12/2010 13:50;5;ADUANA;29/12/2010 14:50;5;ADUANA;60
2010;29/12/2010 13:44;7;PLAZA ROMA;29/12/2010 14:45;7;PLAZA ROMA;61
2010;29/12/2010 13:43;7;PLAZA ROMA;29/12/2010 14:38;7;PLAZA ROMA;55
2010;29/12/2010 13:42;7;PLAZA ROMA;29/12/2010 13:52;3;RETIRO;10
2010;29/12/2010 13:40;7;PLAZA ROMA;29/12/2010 14:24;7;PLAZA ROMA;43
2010;29/12/2010 13:39;7;PLAZA ROMA;29/12/2010 14:58;7;PLAZA ROMA;79
2010;29/12/2010 13:37;7;PLAZA ROMA;29/12/2010 14:58;7;PLAZA ROMA;81
2010;29/12/2010 13:30;5;ADUANA;29/12/2010 15:19;3;RETIRO;109
2010;29/12/2010 13:26;7;PLAZA ROMA;29/12/2010 13:33;3;RETIRO;7
2010;29/12/2010 13:26;7;PLAZA ROMA;29/12/2010 13:48;3;RETIRO;22
2010;29/12/2010 13:25;7;PLAZA ROMA;29/12/2010 14:22;7;PLAZA ROMA;57
2010;29/12/2010 13:23;7;PLAZA ROMA;29/12/2010 14:46;7;PLAZA ROMA;83
2010;29/12/2010 13:22;3;RETIRO;29/12/2010 14:50;6;DERECHO;88
2010;29/12/2010 13:22;5;ADUANA;29/12/2010 13:54;5;ADUANA;32
2010;29/12/2010 13:21;3;RETIRO;29/12/2010 16:28;5;ADUANA;188
2010;29/12/2010 13:15;5;ADUANA;29/12/2010 13:53;5;ADUANA;39
2010;29/12/2010 13:12;6;DERECHO;29/12/2010 13:32;3;RETIRO;20
2010;29/12/2010 13:07;7;PLAZA ROMA;29/12/2010 14:27;5;ADUANA;80
2010;29/12/2010 13:07;7;PLAZA ROMA;29/12/2010 14:22;7;PLAZA ROMA;75
2010;29/12/2010 13:05;5;ADUANA;29/12/2010 13:20;3;RETIRO;15
2010;29/12/2010 13:05;5;ADUANA;29/12/2010 13:19;3;RETIRO;15
2010;29/12/2010 12:47;7;PLAZA ROMA;29/12/2010 14:10;7;PLAZA ROMA;83
2010;29/12/2010 12:43;3;RETIRO;29/12/2010 13:02;5;ADUANA;20
2010;29/12/2010 12:42;7;PLAZA ROMA;29/12/2010 14:59;3;RETIRO;138
2010;29/12/2010 12:39;3;RETIRO;29/12/2010 13:43;6;DERECHO;64
2010;29/12/2010 12:36;5;ADUANA;29/12/2010 14:08;3;RETIRO;92
2010;29/12/2010 12:10;5;ADUANA;29/12/2010 12:34;5;ADUANA;24
2010;29/12/2010 12:06;7;PLAZA ROMA;29/12/2010 13:57;7;PLAZA ROMA;111
2010;29/12/2010 12:06;7;PLAZA ROMA;29/12/2010 12:49;7;PLAZA ROMA;44
2010;29/12/2010 11:58;7;PLAZA ROMA;29/12/2010 13:30;7;PLAZA ROMA;93
2010;29/12/2010 11:56;6;DERECHO;29/12/2010 12:23;3;RETIRO;28
2010;29/12/2010 11:54;5;ADUANA;29/12/2010 12:53;5;ADUANA;59
2010;29/12/2010 11:52;3;RETIRO;29/12/2010 12:04;7;PLAZA ROMA;11
2010;29/12/2010 11:52;7;PLAZA ROMA;29/12/2010 12:15;7;PLAZA ROMA;23
2010;29/12/2010 11:49;5;ADUANA;29/12/2010 12:26;5;ADUANA;37
2010;29/12/2010 11:34;7;PLAZA ROMA;29/12/2010 11:53;7;PLAZA ROMA;19
2010;29/12/2010 11:32;3;RETIRO;29/12/2010 11:47;5;ADUANA;15
2010;29/12/2010 11:28;7;PLAZA ROMA;29/12/2010 12:34;7;PLAZA ROMA;66
2010;29/12/2010 11:23;6;DERECHO;29/12/2010 11:45;5;ADUANA;22
2010;29/12/2010 11:18;6;DERECHO;29/12/2010 12:44;6;DERECHO;86
2010;29/12/2010 11:16;5;ADUANA;29/12/2010 12:45;5;ADUANA;89
2010;29/12/2010 11:01;6;DERECHO;29/12/2010 11:25;7;PLAZA ROMA;24
2010;29/12/2010 11:00;7;PLAZA ROMA;29/12/2010 11:17;6;DERECHO;17
2010;29/12/2010 10:56;3;RETIRO;29/12/2010 13:16;7;PLAZA ROMA;139
2010;29/12/2010 10:51;5;ADUANA;29/12/2010 11:02;7;PLAZA ROMA;12
2010;29/12/2010 10:47;6;DERECHO;29/12/2010 10:55;3;RETIRO;8
2010;29/12/2010 10:46;3;RETIRO;29/12/2010 12:36;5;ADUANA;110
2010;29/12/2010 10:42;6;DERECHO;29/12/2010 11:01;7;PLAZA ROMA;19
2010;29/12/2010 10:34;6;DERECHO;29/12/2010 12:14;6;DERECHO;100
2010;29/12/2010 10:34;7;PLAZA ROMA;29/12/2010 11:20;3;RETIRO;46
2010;29/12/2010 10:22;3;RETIRO;29/12/2010 12:05;7;PLAZA ROMA;103
2010;29/12/2010 10:19;3;RETIRO;29/12/2010 10:28;7;PLAZA ROMA;9
2010;29/12/2010 10:13;6;DERECHO;29/12/2010 11:52;6;DERECHO;99
2010;29/12/2010 10:13;5;ADUANA;29/12/2010 11:05;5;ADUANA;52
2010;29/12/2010 10:08;3;RETIRO;29/12/2010 10:17;7;PLAZA ROMA;9
2010;29/12/2010 10:04;5;ADUANA;29/12/2010 11:54;5;ADUANA;110
2010;29/12/2010 10:00;5;ADUANA;29/12/2010 10:03;5;ADUANA;3
2010;29/12/2010 9:48;6;DERECHO;29/12/2010 10:10;5;ADUANA;22
2010;29/12/2010 9:48;3;RETIRO;29/12/2010 10:05;5;ADUANA;17
2010;29/12/2010 9:46;5;ADUANA;29/12/2010 10:09;6;DERECHO;23
2010;29/12/2010 9:45;7;PLAZA ROMA;29/12/2010 11:29;7;PLAZA ROMA;105
2010;29/12/2010 9:44;6;DERECHO;29/12/2010 11:36;6;DERECHO;112
2010;29/12/2010 9:39;5;ADUANA;29/12/2010 9:52;5;ADUANA;13
2010;29/12/2010 9:37;3;RETIRO;29/12/2010 9:50;5;ADUANA;13
2010;29/12/2010 9:34;6;DERECHO;29/12/2010 9:47;7;PLAZA ROMA;13
2010;29/12/2010 9:34;3;RETIRO;29/12/2010 9:47;5;ADUANA;13
2010;29/12/2010 9:34;3;RETIRO;29/12/2010 9:39;7;PLAZA ROMA;5
2010;29/12/2010 9:30;3;RETIRO;29/12/2010 9:44;5;ADUANA;14
2010;29/12/2010 9:24;3;RETIRO;29/12/2010 9:35;5;ADUANA;11
2010;29/12/2010 9:09;6;DERECHO;29/12/2010 10:58;7;PLAZA ROMA;109
2010;29/12/2010 8:46;7;PLAZA ROMA;29/12/2010 8:52;5;ADUANA;7
2010;29/12/2010 8:41;3;RETIRO;29/12/2010 8:58;5;ADUANA;17
2010;29/12/2010 8:40;3;RETIRO;29/12/2010 8:51;5;ADUANA;11
2010;29/12/2010 8:40;3;RETIRO;29/12/2010 8:47;7;PLAZA ROMA;7
2010;29/12/2010 8:38;3;RETIRO;29/12/2010 8:40;3;RETIRO;2
2010;29/12/2010 8:35;3;RETIRO;29/12/2010 8:50;5;ADUANA;15
2010;29/12/2010 8:34;3;RETIRO;29/12/2010 8:43;7;PLAZA ROMA;8
2010;29/12/2010 8:32;3;RETIRO;29/12/2010 8:34;3;RETIRO;2
2010;29/12/2010 8:32;3;RETIRO;29/12/2010 8:40;7;PLAZA ROMA;8
2010;29/12/2010 8:27;3;RETIRO;29/12/2010 8:38;6;DERECHO;10
2010;29/12/2010 8:21;3;RETIRO;29/12/2010 8:31;7;PLAZA ROMA;9
2010;29/12/2010 8:20;3;RETIRO;29/12/2010 8:29;7;PLAZA ROMA;9
2010;29/12/2010 8:09;3;RETIRO;29/12/2010 8:21;7;PLAZA ROMA;12
2010;29/12/2010 8:08;3;RETIRO;29/12/2010 8:22;7;PLAZA ROMA;14
2010;29/12/2010 7:50;3;RETIRO;29/12/2010 8:11;5;ADUANA;21
2010;29/12/2010 7:49;3;RETIRO;29/12/2010 11:04;6;DERECHO;195
2010;28/12/2010 19:43;6;DERECHO;28/12/2010 19:51;3;RETIRO;8
2010;28/12/2010 19:28;7;PLAZA ROMA;28/12/2010 19:49;3;RETIRO;22
2010;28/12/2010 19:22;3;RETIRO;28/12/2010 19:30;6;DERECHO;8
2010;28/12/2010 19:21;7;PLAZA ROMA;28/12/2010 19:29;3;RETIRO;8
2010;28/12/2010 19:20;7;PLAZA ROMA;28/12/2010 19:34;6;DERECHO;14
2010;28/12/2010 19:02;7;PLAZA ROMA;28/12/2010 19:18;6;DERECHO;16
2010;28/12/2010 18:52;6;DERECHO;28/12/2010 19:52;6;DERECHO;60
2010;28/12/2010 18:48;7;PLAZA ROMA;28/12/2010 18:55;3;RETIRO;8
2010;28/12/2010 18:43;3;RETIRO;28/12/2010 18:51;6;DERECHO;9
2010;28/12/2010 18:38;3;RETIRO;28/12/2010 19:37;5;ADUANA;60
2010;28/12/2010 18:36;3;RETIRO;28/12/2010 19:38;5;ADUANA;63
2010;28/12/2010 18:35;5;ADUANA;28/12/2010 18:45;3;RETIRO;11
2010;28/12/2010 18:33;3;RETIRO;28/12/2010 18:44;6;DERECHO;10
2010;28/12/2010 18:31;7;PLAZA ROMA;28/12/2010 18:38;3;RETIRO;7
2010;28/12/2010 18:27;5;ADUANA;28/12/2010 19:43;7;PLAZA ROMA;75
2010;28/12/2010 18:26;5;ADUANA;28/12/2010 18:46;5;ADUANA;20
2010;28/12/2010 18:21;3;RETIRO;28/12/2010 19:23;5;ADUANA;62
2010;28/12/2010 18:17;5;ADUANA;28/12/2010 19:53;5;ADUANA;97
2010;28/12/2010 18:16;5;ADUANA;28/12/2010 18:28;3;RETIRO;12
2010;28/12/2010 18:15;5;ADUANA;28/12/2010 18:30;3;RETIRO;16
2010;28/12/2010 18:14;7;PLAZA ROMA;28/12/2010 18:22;3;RETIRO;8
2010;28/12/2010 18:13;5;ADUANA;28/12/2010 18:31;3;RETIRO;19
2010;28/12/2010 18:11;7;PLAZA ROMA;28/12/2010 18:14;7;PLAZA ROMA;2
2010;28/12/2010 18:09;3;RETIRO;28/12/2010 18:18;6;DERECHO;8
2010;28/12/2010 18:08;7;PLAZA ROMA;28/12/2010 18:19;3;RETIRO;11
2010;28/12/2010 18:07;7;PLAZA ROMA;28/12/2010 18:27;3;RETIRO;20
2010;28/12/2010 18:06;7;PLAZA ROMA;28/12/2010 18:15;3;RETIRO;9
2010;28/12/2010 18:05;7;PLAZA ROMA;28/12/2010 18:10;3;RETIRO;5
2010;28/12/2010 18:04;5;ADUANA;28/12/2010 18:26;6;DERECHO;21
2010;28/12/2010 18:04;7;PLAZA ROMA;28/12/2010 18:22;6;DERECHO;18
2010;28/12/2010 18:03;7;PLAZA ROMA;28/12/2010 18:11;5;ADUANA;8
2010;28/12/2010 18:02;5;ADUANA;28/12/2010 18:17;3;RETIRO;15
2010;28/12/2010 18:02;7;PLAZA ROMA;28/12/2010 18:15;6;DERECHO;14
2010;28/12/2010 17:59;7;PLAZA ROMA;28/12/2010 18:14;6;DERECHO;15
2010;28/12/2010 17:56;5;ADUANA;28/12/2010 18:10;3;RETIRO;13
2010;28/12/2010 17:55;7;PLAZA ROMA;28/12/2010 18:10;6;DERECHO;14
2010;28/12/2010 17:50;7;PLAZA ROMA;28/12/2010 18:01;3;RETIRO;11
2010;28/12/2010 17:49;3;RETIRO;28/12/2010 17:56;6;DERECHO;7
2010;28/12/2010 17:46;7;PLAZA ROMA;28/12/2010 18:03;6;DERECHO;16
2010;28/12/2010 17:46;5;ADUANA;28/12/2010 18:33;5;ADUANA;48
2010;28/12/2010 17:45;5;ADUANA;28/12/2010 18:02;3;RETIRO;17
2010;28/12/2010 17:44;5;ADUANA;28/12/2010 18:02;3;RETIRO;18
2010;28/12/2010 17:26;3;RETIRO;28/12/2010 17:36;6;DERECHO;10
2010;28/12/2010 17:15;5;ADUANA;28/12/2010 17:36;6;DERECHO;22
2010;28/12/2010 17:08;5;ADUANA;28/12/2010 17:25;3;RETIRO;17
2010;28/12/2010 17:04;5;ADUANA;28/12/2010 18:54;5;ADUANA;110
2010;28/12/2010 17:02;7;PLAZA ROMA;28/12/2010 17:12;3;RETIRO;10
2010;28/12/2010 17:00;5;ADUANA;28/12/2010 17:43;3;RETIRO;42
2010;28/12/2010 17:00;6;DERECHO;28/12/2010 18:12;6;DERECHO;72
2010;28/12/2010 16:57;6;DERECHO;28/12/2010 18:12;6;DERECHO;75
2010;28/12/2010 16:53;3;RETIRO;28/12/2010 16:59;6;DERECHO;7
2010;28/12/2010 16:45;6;DERECHO;28/12/2010 18:11;6;DERECHO;86
2010;28/12/2010 16:25;5;ADUANA;28/12/2010 16:38;3;RETIRO;13
2010;28/12/2010 16:24;3;RETIRO;28/12/2010 16:34;6;DERECHO;10
2010;28/12/2010 16:12;7;PLAZA ROMA;28/12/2010 16:22;3;RETIRO;11
2010;28/12/2010 16:06;6;DERECHO;28/12/2010 17:38;6;DERECHO;92
2010;28/12/2010 15:54;7;PLAZA ROMA;28/12/2010 16:29;7;PLAZA ROMA;36
2010;28/12/2010 15:39;6;DERECHO;28/12/2010 15:51;3;RETIRO;12
2010;28/12/2010 15:27;7;PLAZA ROMA;28/12/2010 17:01;5;ADUANA;94
2010;28/12/2010 15:20;3;RETIRO;28/12/2010 16:05;3;RETIRO;45
2010;28/12/2010 15:19;5;ADUANA;28/12/2010 18:56;5;ADUANA;218
2010;28/12/2010 15:16;6;DERECHO;28/12/2010 16:55;6;DERECHO;99
2010;28/12/2010 15:10;3;RETIRO;28/12/2010 15:38;7;PLAZA ROMA;28
2010;28/12/2010 15:04;5;ADUANA;28/12/2010 15:35;5;ADUANA;31
2010;28/12/2010 15:01;5;ADUANA;28/12/2010 15:18;3;RETIRO;18
2010;28/12/2010 15:00;6;DERECHO;28/12/2010 15:10;3;RETIRO;9
2010;28/12/2010 14:56;6;DERECHO;28/12/2010 14:57;6;DERECHO;1
2010;28/12/2010 14:51;7;PLAZA ROMA;28/12/2010 15:11;3;RETIRO;20
2010;28/12/2010 14:48;5;ADUANA;28/12/2010 15:13;5;ADUANA;26
2010;28/12/2010 14:45;5;ADUANA;28/12/2010 15:15;3;RETIRO;30
2010;28/12/2010 14:41;5;ADUANA;28/12/2010 15:15;3;RETIRO;33
2010;28/12/2010 14:30;7;PLAZA ROMA;28/12/2010 14:55;6;DERECHO;25
2010;28/12/2010 14:22;6;DERECHO;28/12/2010 14:46;5;ADUANA;24
2010;28/12/2010 14:14;7;PLAZA ROMA;28/12/2010 15:22;7;PLAZA ROMA;68
2010;28/12/2010 14:11;7;PLAZA ROMA;28/12/2010 14:28;3;RETIRO;17
2010;28/12/2010 13:52;5;ADUANA;28/12/2010 14:10;3;RETIRO;18
2010;28/12/2010 13:46;7;PLAZA ROMA;28/12/2010 14:06;3;RETIRO;19
2010;28/12/2010 13:36;3;RETIRO;28/12/2010 16:03;7;PLAZA ROMA;147
2010;28/12/2010 13:34;3;RETIRO;28/12/2010 13:46;6;DERECHO;11
2010;28/12/2010 13:27;7;PLAZA ROMA;28/12/2010 14:51;7;PLAZA ROMA;84
2010;28/12/2010 13:26;7;PLAZA ROMA;28/12/2010 14:50;7;PLAZA ROMA;84
2010;28/12/2010 13:25;6;DERECHO;28/12/2010 14:23;6;DERECHO;58
2010;28/12/2010 13:24;6;DERECHO;28/12/2010 13:24;6;DERECHO;1
2010;28/12/2010 13:17;5;ADUANA;28/12/2010 13:32;5;ADUANA;15
2010;28/12/2010 13:15;5;ADUANA;28/12/2010 13:53;5;ADUANA;39
2010;28/12/2010 13:14;6;DERECHO;28/12/2010 13:33;3;RETIRO;19
2010;28/12/2010 13:14;5;ADUANA;28/12/2010 13:53;5;ADUANA;39
2010;28/12/2010 13:14;3;RETIRO;28/12/2010 15:16;7;PLAZA ROMA;122
2010;28/12/2010 13:09;7;PLAZA ROMA;28/12/2010 13:40;7;PLAZA ROMA;31
2010;28/12/2010 12:47;7;PLAZA ROMA;28/12/2010 13:22;7;PLAZA ROMA;36
2010;28/12/2010 12:45;3;RETIRO;28/12/2010 14:06;5;ADUANA;81
2010;28/12/2010 12:37;7;PLAZA ROMA;28/12/2010 14:50;7;PLAZA ROMA;133
2010;28/12/2010 12:30;3;RETIRO;28/12/2010 12:44;7;PLAZA ROMA;15
2010;28/12/2010 12:21;5;ADUANA;28/12/2010 12:30;7;PLAZA ROMA;10
2010;28/12/2010 12:16;5;ADUANA;28/12/2010 12:34;5;ADUANA;17
2010;28/12/2010 12:11;3;RETIRO;28/12/2010 12:30;5;ADUANA;19
2010;28/12/2010 12:08;3;RETIRO;28/12/2010 13:38;3;RETIRO;90
2010;28/12/2010 12:07;3;RETIRO;28/12/2010 13:35;3;RETIRO;88
2010;28/12/2010 12:06;7;PLAZA ROMA;28/12/2010 13:20;7;PLAZA ROMA;74
2010;28/12/2010 11:59;6;DERECHO;28/12/2010 13:53;6;DERECHO;114
2010;28/12/2010 11:39;5;ADUANA;28/12/2010 13:20;5;ADUANA;101
2010;28/12/2010 11:32;3;RETIRO;28/12/2010 11:39;7;PLAZA ROMA;7
2010;28/12/2010 11:22;7;PLAZA ROMA;28/12/2010 13:13;3;RETIRO;111
2010;28/12/2010 11:15;3;RETIRO;28/12/2010 11:30;5;ADUANA;15
2010;28/12/2010 11:02;7;PLAZA ROMA;28/12/2010 12:27;3;RETIRO;86
2010;28/12/2010 11:01;5;ADUANA;28/12/2010 13:02;3;RETIRO;121
2010;28/12/2010 10:57;3;RETIRO;28/12/2010 11:11;7;PLAZA ROMA;14
2010;28/12/2010 10:35;6;DERECHO;28/12/2010 11:00;5;ADUANA;25
2010;28/12/2010 10:31;6;DERECHO;28/12/2010 11:09;6;DERECHO;38
2010;28/12/2010 10:31;5;ADUANA;28/12/2010 10:55;3;RETIRO;25
2010;28/12/2010 10:25;5;ADUANA;28/12/2010 11:53;6;DERECHO;89
2010;28/12/2010 10:22;5;ADUANA;28/12/2010 12:06;3;RETIRO;104
2010;28/12/2010 10:21;3;RETIRO;28/12/2010 10:28;7;PLAZA ROMA;7
2010;28/12/2010 10:18;7;PLAZA ROMA;28/12/2010 11:07;7;PLAZA ROMA;48
2010;28/12/2010 10:16;3;RETIRO;28/12/2010 10:24;7;PLAZA ROMA;8
2010;28/12/2010 10:14;3;RETIRO;28/12/2010 10:22;7;PLAZA ROMA;8
2010;28/12/2010 10:14;7;PLAZA ROMA;28/12/2010 12:19;5;ADUANA;125
2010;28/12/2010 10:01;5;ADUANA;28/12/2010 11:32;5;ADUANA;90
2010;28/12/2010 9:54;5;ADUANA;28/12/2010 11:09;5;ADUANA;75
2010;28/12/2010 9:46;3;RETIRO;28/12/2010 9:53;7;PLAZA ROMA;7
2010;28/12/2010 9:45;3;RETIRO;28/12/2010 10:03;5;ADUANA;18
2010;28/12/2010 9:44;3;RETIRO;28/12/2010 9:55;7;PLAZA ROMA;11
2010;28/12/2010 9:43;3;RETIRO;28/12/2010 10:04;5;ADUANA;21
2010;28/12/2010 9:43;5;ADUANA;28/12/2010 10:17;3;RETIRO;34
2010;28/12/2010 9:42;3;RETIRO;28/12/2010 9:57;5;ADUANA;15
2010;28/12/2010 9:42;3;RETIRO;28/12/2010 9:53;7;PLAZA ROMA;12
2010;28/12/2010 9:41;3;RETIRO;28/12/2010 9:49;7;PLAZA ROMA;8
2010;28/12/2010 9:38;7;PLAZA ROMA;28/12/2010 10:46;5;ADUANA;67
2010;28/12/2010 9:38;3;RETIRO;28/12/2010 9:46;7;PLAZA ROMA;9
2010;28/12/2010 9:33;5;ADUANA;28/12/2010 9:42;7;PLAZA ROMA;9
2010;28/12/2010 9:32;3;RETIRO;28/12/2010 9:45;5;ADUANA;13
2010;28/12/2010 9:29;3;RETIRO;28/12/2010 9:44;5;ADUANA;15
2010;28/12/2010 9:28;3;RETIRO;28/12/2010 9:34;7;PLAZA ROMA;7
2010;28/12/2010 9:27;3;RETIRO;28/12/2010 9:40;5;ADUANA;14
2010;28/12/2010 9:16;3;RETIRO;28/12/2010 11:15;3;RETIRO;119
2010;28/12/2010 9:12;5;ADUANA;28/12/2010 10:52;5;ADUANA;100
2010;28/12/2010 9:09;3;RETIRO;28/12/2010 9:18;7;PLAZA ROMA;10
2010;28/12/2010 9:04;3;RETIRO;28/12/2010 9:18;5;ADUANA;14
2010;28/12/2010 9:02;7;PLAZA ROMA;28/12/2010 9:11;3;RETIRO;9
2010;28/12/2010 8:58;5;ADUANA;28/12/2010 9:21;6;DERECHO;23
2010;28/12/2010 8:52;7;PLAZA ROMA;28/12/2010 9:00;5;ADUANA;8
2010;28/12/2010 8:39;3;RETIRO;28/12/2010 9:17;5;ADUANA;38
2010;28/12/2010 8:37;3;RETIRO;28/12/2010 8:50;5;ADUANA;14
2010;28/12/2010 8:36;3;RETIRO;28/12/2010 8:45;7;PLAZA ROMA;9
2010;28/12/2010 8:30;5;ADUANA;28/12/2010 9:57;5;ADUANA;86
2010;28/12/2010 8:29;3;RETIRO;28/12/2010 8:37;6;DERECHO;8
2010;28/12/2010 8:26;3;RETIRO;28/12/2010 9:51;5;ADUANA;86
2010;28/12/2010 8:24;3;RETIRO;28/12/2010 8:38;5;ADUANA;15
2010;28/12/2010 8:22;3;RETIRO;28/12/2010 8:30;7;PLAZA ROMA;9
2010;28/12/2010 8:21;3;RETIRO;28/12/2010 8:31;7;PLAZA ROMA;10
2010;28/12/2010 8:16;7;PLAZA ROMA;28/12/2010 9:56;7;PLAZA ROMA;100
2010;28/12/2010 8:12;3;RETIRO;28/12/2010 8:21;7;PLAZA ROMA;9
2010;28/12/2010 8:08;3;RETIRO;28/12/2010 8:21;7;PLAZA ROMA;13
2010;28/12/2010 8:07;5;ADUANA;28/12/2010 9:42;5;ADUANA;95
2010;28/12/2010 7:52;3;RETIRO;28/12/2010 8:04;7;PLAZA ROMA;13
2010;28/12/2010 7:44;3;RETIRO;28/12/2010 9:09;6;DERECHO;85
2010;27/12/2010 19:44;6;DERECHO;27/12/2010 19:51;3;RETIRO;8
2010;27/12/2010 19:41;6;DERECHO;27/12/2010 19:48;3;RETIRO;6
2010;27/12/2010 19:25;5;ADUANA;27/12/2010 19:38;3;RETIRO;14
2010;27/12/2010 19:21;3;RETIRO;27/12/2010 19:32;7;PLAZA ROMA;10
2010;27/12/2010 19:20;7;PLAZA ROMA;27/12/2010 19:36;3;RETIRO;16
2010;27/12/2010 19:17;7;PLAZA ROMA;27/12/2010 19:23;3;RETIRO;7
2010;27/12/2010 19:11;7;PLAZA ROMA;27/12/2010 19:20;3;RETIRO;9
2010;27/12/2010 19:09;5;ADUANA;27/12/2010 19:10;7;PLAZA ROMA;1
2010;27/12/2010 19:08;5;ADUANA;27/12/2010 19:11;7;PLAZA ROMA;2
2010;27/12/2010 18:56;7;PLAZA ROMA;27/12/2010 19:03;5;ADUANA;7
2010;27/12/2010 18:52;6;DERECHO;27/12/2010 19:40;6;DERECHO;48
2010;27/12/2010 18:44;5;ADUANA;27/12/2010 19:03;3;RETIRO;19
2010;27/12/2010 18:43;7;PLAZA ROMA;27/12/2010 18:59;3;RETIRO;15
2010;27/12/2010 18:40;5;ADUANA;27/12/2010 18:48;7;PLAZA ROMA;8
2010;27/12/2010 18:40;6;DERECHO;27/12/2010 19:35;6;DERECHO;55
2010;27/12/2010 18:36;6;DERECHO;27/12/2010 19:25;6;DERECHO;49
2010;27/12/2010 18:29;5;ADUANA;27/12/2010 18:41;3;RETIRO;12
2010;27/12/2010 18:26;3;RETIRO;27/12/2010 18:39;6;DERECHO;12
2010;27/12/2010 18:26;5;ADUANA;27/12/2010 18:41;3;RETIRO;16
2010;27/12/2010 18:25;3;RETIRO;27/12/2010 18:36;6;DERECHO;11
2010;27/12/2010 18:24;7;PLAZA ROMA;27/12/2010 18:40;6;DERECHO;16
2010;27/12/2010 18:21;5;ADUANA;27/12/2010 19:03;5;ADUANA;42
2010;27/12/2010 18:20;6;DERECHO;27/12/2010 19:31;6;DERECHO;70
2010;27/12/2010 18:20;7;PLAZA ROMA;27/12/2010 18:36;6;DERECHO;16
2010;27/12/2010 18:20;7;PLAZA ROMA;27/12/2010 18:38;6;DERECHO;18
2010;27/12/2010 18:18;6;DERECHO;27/12/2010 18:37;6;DERECHO;19
2010;27/12/2010 18:17;3;RETIRO;27/12/2010 18:25;6;DERECHO;8
2010;27/12/2010 18:16;7;PLAZA ROMA;27/12/2010 18:24;3;RETIRO;8
2010;27/12/2010 18:16;6;DERECHO;27/12/2010 19:16;6;DERECHO;60
2010;27/12/2010 18:15;7;PLAZA ROMA;27/12/2010 18:28;3;RETIRO;13
2010;27/12/2010 18:15;3;RETIRO;27/12/2010 18:28;6;DERECHO;14
2010;27/12/2010 18:12;3;RETIRO;27/12/2010 18:13;3;RETIRO;1
2010;27/12/2010 18:10;7;PLAZA ROMA;27/12/2010 18:32;6;DERECHO;21
2010;27/12/2010 18:10;5;ADUANA;27/12/2010 18:26;3;RETIRO;17
2010;27/12/2010 18:09;7;PLAZA ROMA;27/12/2010 18:17;5;ADUANA;8
2010;27/12/2010 18:09;7;PLAZA ROMA;27/12/2010 18:21;6;DERECHO;12
2010;27/12/2010 18:06;5;ADUANA;27/12/2010 19:31;5;ADUANA;85
2010;27/12/2010 18:05;7;PLAZA ROMA;27/12/2010 18:15;3;RETIRO;10
2010;27/12/2010 18:05;5;ADUANA;27/12/2010 18:58;6;DERECHO;54
2010;27/12/2010 18:04;5;ADUANA;27/12/2010 21:27;5;ADUANA;203
2010;27/12/2010 18:03;5;ADUANA;27/12/2010 18:18;3;RETIRO;16
2010;27/12/2010 18:01;5;ADUANA;27/12/2010 18:16;3;RETIRO;15
2010;27/12/2010 18:01;7;PLAZA ROMA;27/12/2010 18:09;3;RETIRO;8
2010;27/12/2010 17:49;3;RETIRO;27/12/2010 19:12;5;ADUANA;83
2010;27/12/2010 17:42;5;ADUANA;27/12/2010 17:53;3;RETIRO;11
2010;27/12/2010 17:39;3;RETIRO;27/12/2010 19:36;7;PLAZA ROMA;117
2010;27/12/2010 17:30;7;PLAZA ROMA;27/12/2010 17:47;3;RETIRO;17
2010;27/12/2010 17:29;3;RETIRO;27/12/2010 18:48;3;RETIRO;79
2010;27/12/2010 17:28;3;RETIRO;27/12/2010 18:49;3;RETIRO;81
2010;27/12/2010 17:27;3;RETIRO;27/12/2010 18:49;3;RETIRO;82
2010;27/12/2010 17:13;5;ADUANA;27/12/2010 17:33;6;DERECHO;19
2010;27/12/2010 17:11;7;PLAZA ROMA;27/12/2010 17:21;3;RETIRO;10
2010;27/12/2010 17:09;5;ADUANA;27/12/2010 17:25;3;RETIRO;15
2010;27/12/2010 17:08;6;DERECHO;27/12/2010 18:32;6;DERECHO;84
2010;27/12/2010 17:07;5;ADUANA;27/12/2010 17:22;3;RETIRO;16
2010;27/12/2010 17:06;6;DERECHO;27/12/2010 18:33;6;DERECHO;86
2010;27/12/2010 17:05;7;PLAZA ROMA;27/12/2010 17:12;3;RETIRO;7
2010;27/12/2010 16:49;7;PLAZA ROMA;27/12/2010 17:02;3;RETIRO;13
2010;27/12/2010 16:48;5;ADUANA;27/12/2010 17:39;6;DERECHO;51
2010;27/12/2010 16:34;3;RETIRO;27/12/2010 17:50;3;RETIRO;76
