PERIODO;ORIGENFECHA;ORIGENESTACIONID;ORIGENNOMBRE;DESTINOFECHA;DESTINOESTACIONID;DESTINONOMBRE;TIEMPOUSO
2010;17/12/2010 7:45;3;RETIRO;17/12/2010 8:55;6;DERECHO;71
2010;16/12/2010 19:47;5;ADUANA;16/12/2010 19:48;7;PLAZA ROMA;1
2010;16/12/2010 19:34;7;PLAZA ROMA;16/12/2010 19:48;3;RETIRO;14
2010;16/12/2010 19:28;5;ADUANA;16/12/2010 19:40;3;RETIRO;12
2010;16/12/2010 19:18;3;RETIRO;16/12/2010 19:43;3;RETIRO;26
2010;16/12/2010 19:08;6;DERECHO;16/12/2010 19:20;3;RETIRO;12
2010;16/12/2010 19:07;6;DERECHO;16/12/2010 19:37;6;DERECHO;30
2010;16/12/2010 19:04;3;RETIRO;16/12/2010 19:27;5;ADUANA;23
2010;16/12/2010 19:02;6;DERECHO;16/12/2010 19:43;6;DERECHO;40
2010;16/12/2010 19:02;6;DERECHO;16/12/2010 19:43;6;DERECHO;41
2010;16/12/2010 18:58;3;RETIRO;16/12/2010 19:22;7;PLAZA ROMA;24
2010;16/12/2010 18:52;7;PLAZA ROMA;16/12/2010 19:00;3;RETIRO;7
2010;16/12/2010 18:52;7;PLAZA ROMA;16/12/2010 18:59;3;RETIRO;7
2010;16/12/2010 18:50;7;PLAZA ROMA;16/12/2010 19:12;6;DERECHO;22
2010;16/12/2010 18:50;7;PLAZA ROMA;16/12/2010 19:12;6;DERECHO;22
2010;16/12/2010 18:48;5;ADUANA;16/12/2010 19:14;6;DERECHO;26
2010;16/12/2010 18:43;6;DERECHO;16/12/2010 19:51;6;DERECHO;68
2010;16/12/2010 18:40;5;ADUANA;16/12/2010 18:55;3;RETIRO;15
2010;16/12/2010 18:39;5;ADUANA;16/12/2010 18:52;3;RETIRO;12
2010;16/12/2010 18:32;7;PLAZA ROMA;16/12/2010 19:52;3;RETIRO;79
2010;16/12/2010 18:30;5;ADUANA;16/12/2010 18:45;3;RETIRO;15
2010;16/12/2010 18:30;6;DERECHO;16/12/2010 19:52;6;DERECHO;83
2010;16/12/2010 18:29;7;PLAZA ROMA;16/12/2010 18:38;3;RETIRO;9
2010;16/12/2010 18:25;7;PLAZA ROMA;16/12/2010 18:46;6;DERECHO;21
2010;16/12/2010 18:24;7;PLAZA ROMA;16/12/2010 18:41;7;PLAZA ROMA;18
2010;16/12/2010 18:20;5;ADUANA;16/12/2010 18:39;6;DERECHO;19
2010;16/12/2010 18:20;6;DERECHO;16/12/2010 19:13;6;DERECHO;53
2010;16/12/2010 18:20;6;DERECHO;16/12/2010 18:50;5;ADUANA;30
2010;16/12/2010 18:18;5;ADUANA;16/12/2010 18:41;3;RETIRO;23
2010;16/12/2010 18:17;5;ADUANA;16/12/2010 19:00;6;DERECHO;43
2010;16/12/2010 18:16;5;ADUANA;16/12/2010 18:34;3;RETIRO;18
2010;16/12/2010 18:15;5;ADUANA;16/12/2010 19:02;5;ADUANA;47
2010;16/12/2010 18:10;5;ADUANA;16/12/2010 18:20;3;RETIRO;10
2010;16/12/2010 18:09;5;ADUANA;16/12/2010 18:29;6;DERECHO;19
2010;16/12/2010 18:08;5;ADUANA;16/12/2010 18:24;3;RETIRO;16
2010;16/12/2010 18:06;5;ADUANA;16/12/2010 18:48;6;DERECHO;42
2010;16/12/2010 18:06;7;PLAZA ROMA;16/12/2010 18:12;3;RETIRO;6
2010;16/12/2010 18:06;5;ADUANA;16/12/2010 18:40;3;RETIRO;34
2010;16/12/2010 18:05;3;RETIRO;16/12/2010 18:14;6;DERECHO;9
2010;16/12/2010 18:05;7;PLAZA ROMA;16/12/2010 18:19;6;DERECHO;14
2010;16/12/2010 18:00;6;DERECHO;16/12/2010 19:21;6;DERECHO;82
2010;16/12/2010 17:59;5;ADUANA;16/12/2010 19:34;5;ADUANA;94
2010;16/12/2010 17:53;3;RETIRO;16/12/2010 18:01;6;DERECHO;8
2010;16/12/2010 17:53;5;ADUANA;16/12/2010 18:07;3;RETIRO;14
2010;16/12/2010 17:52;7;PLAZA ROMA;16/12/2010 18:05;6;DERECHO;13
2010;16/12/2010 17:47;5;ADUANA;16/12/2010 18:38;6;DERECHO;51
2010;16/12/2010 17:46;5;ADUANA;16/12/2010 18:47;5;ADUANA;61
2010;16/12/2010 17:46;3;RETIRO;16/12/2010 17:54;6;DERECHO;8
2010;16/12/2010 17:46;5;ADUANA;16/12/2010 18:47;5;ADUANA;61
2010;16/12/2010 17:41;7;PLAZA ROMA;16/12/2010 18:13;7;PLAZA ROMA;32
2010;16/12/2010 17:33;6;DERECHO;16/12/2010 18:37;6;DERECHO;64
2010;16/12/2010 17:32;7;PLAZA ROMA;16/12/2010 17:45;5;ADUANA;13
2010;16/12/2010 17:26;6;DERECHO;16/12/2010 19:06;6;DERECHO;100
2010;16/12/2010 17:22;5;ADUANA;16/12/2010 17:41;3;RETIRO;19
2010;16/12/2010 17:21;7;PLAZA ROMA;16/12/2010 17:37;6;DERECHO;16
2010;16/12/2010 17:18;6;DERECHO;16/12/2010 19:11;6;DERECHO;113
2010;16/12/2010 17:17;6;DERECHO;16/12/2010 19:06;6;DERECHO;109
2010;16/12/2010 17:16;5;ADUANA;16/12/2010 17:28;3;RETIRO;12
2010;16/12/2010 17:16;6;DERECHO;16/12/2010 18:52;6;DERECHO;96
2010;16/12/2010 17:15;6;DERECHO;16/12/2010 18:52;6;DERECHO;97
2010;16/12/2010 17:15;5;ADUANA;16/12/2010 17:46;6;DERECHO;31
2010;16/12/2010 17:10;5;ADUANA;16/12/2010 17:41;6;DERECHO;31
2010;16/12/2010 17:09;7;PLAZA ROMA;16/12/2010 17:28;6;DERECHO;19
2010;16/12/2010 17:06;5;ADUANA;16/12/2010 18:21;3;RETIRO;76
2010;16/12/2010 17:03;5;ADUANA;16/12/2010 17:20;3;RETIRO;16
2010;16/12/2010 17:02;3;RETIRO;16/12/2010 17:37;6;DERECHO;35
2010;16/12/2010 16:56;5;ADUANA;16/12/2010 17:35;7;PLAZA ROMA;38
2010;16/12/2010 16:55;7;PLAZA ROMA;16/12/2010 16:56;5;ADUANA;1
2010;16/12/2010 16:54;6;DERECHO;16/12/2010 16:57;6;DERECHO;3
2010;16/12/2010 16:53;7;PLAZA ROMA;16/12/2010 17:07;6;DERECHO;15
2010;16/12/2010 16:26;6;DERECHO;16/12/2010 17:42;6;DERECHO;75
2010;16/12/2010 16:24;5;ADUANA;16/12/2010 16:40;3;RETIRO;16
2010;16/12/2010 16:20;5;ADUANA;16/12/2010 16:51;6;DERECHO;31
2010;16/12/2010 16:19;5;ADUANA;16/12/2010 16:43;3;RETIRO;24
2010;16/12/2010 16:18;6;DERECHO;16/12/2010 17:47;6;DERECHO;89
2010;16/12/2010 16:18;5;ADUANA;16/12/2010 16:34;3;RETIRO;17
2010;16/12/2010 16:17;7;PLAZA ROMA;16/12/2010 16:23;3;RETIRO;6
2010;16/12/2010 16:14;7;PLAZA ROMA;16/12/2010 16:16;7;PLAZA ROMA;2
2010;16/12/2010 16:13;7;PLAZA ROMA;16/12/2010 16:31;3;RETIRO;18
2010;16/12/2010 16:12;7;PLAZA ROMA;16/12/2010 16:32;3;RETIRO;20
2010;16/12/2010 15:54;5;ADUANA;16/12/2010 17:21;5;ADUANA;87
2010;16/12/2010 15:54;3;RETIRO;16/12/2010 17:12;3;RETIRO;78
2010;16/12/2010 15:53;5;ADUANA;16/12/2010 16:29;6;DERECHO;36
2010;16/12/2010 15:41;6;DERECHO;16/12/2010 16:47;6;DERECHO;65
2010;16/12/2010 15:39;6;DERECHO;16/12/2010 16:47;6;DERECHO;68
2010;16/12/2010 15:25;3;RETIRO;16/12/2010 15:42;5;ADUANA;18
2010;16/12/2010 15:16;3;RETIRO;16/12/2010 17:27;5;ADUANA;131
2010;16/12/2010 15:13;7;PLAZA ROMA;16/12/2010 16:41;3;RETIRO;88
2010;16/12/2010 15:12;5;ADUANA;16/12/2010 17:07;5;ADUANA;115
2010;16/12/2010 15:09;7;PLAZA ROMA;16/12/2010 15:48;6;DERECHO;39
2010;16/12/2010 15:08;5;ADUANA;16/12/2010 17:13;7;PLAZA ROMA;125
2010;16/12/2010 15:07;7;PLAZA ROMA;16/12/2010 18:14;6;DERECHO;188
2010;16/12/2010 15:06;7;PLAZA ROMA;16/12/2010 16:46;5;ADUANA;101
2010;16/12/2010 15:04;7;PLAZA ROMA;16/12/2010 16:47;5;ADUANA;103
2010;16/12/2010 14:58;3;RETIRO;16/12/2010 16:52;5;ADUANA;114
2010;16/12/2010 14:43;3;RETIRO;16/12/2010 15:01;5;ADUANA;18
2010;16/12/2010 14:43;3;RETIRO;16/12/2010 14:55;3;RETIRO;12
2010;16/12/2010 14:29;5;ADUANA;16/12/2010 15:06;6;DERECHO;37
2010;16/12/2010 14:28;7;PLAZA ROMA;16/12/2010 14:29;7;PLAZA ROMA;2
2010;16/12/2010 14:25;3;RETIRO;16/12/2010 15:31;3;RETIRO;67
2010;16/12/2010 14:21;7;PLAZA ROMA;16/12/2010 15:22;7;PLAZA ROMA;62
2010;16/12/2010 14:19;3;RETIRO;16/12/2010 14:26;7;PLAZA ROMA;7
2010;16/12/2010 14:15;6;DERECHO;16/12/2010 14:45;5;ADUANA;31
2010;16/12/2010 14:10;5;ADUANA;16/12/2010 15:04;5;ADUANA;54
2010;16/12/2010 14:08;7;PLAZA ROMA;16/12/2010 14:16;5;ADUANA;8
2010;16/12/2010 14:06;5;ADUANA;16/12/2010 15:12;7;PLAZA ROMA;66
2010;16/12/2010 14:05;5;ADUANA;16/12/2010 14:38;6;DERECHO;33
2010;16/12/2010 13:55;7;PLAZA ROMA;16/12/2010 16:02;5;ADUANA;127
2010;16/12/2010 13:54;3;RETIRO;16/12/2010 14:02;6;DERECHO;8
2010;16/12/2010 13:53;7;PLAZA ROMA;16/12/2010 14:06;5;ADUANA;13
2010;16/12/2010 13:48;5;ADUANA;16/12/2010 15:16;5;ADUANA;88
2010;16/12/2010 13:19;5;ADUANA;16/12/2010 13:47;3;RETIRO;27
2010;16/12/2010 13:13;5;ADUANA;16/12/2010 13:50;5;ADUANA;37
2010;16/12/2010 13:12;5;ADUANA;16/12/2010 13:50;5;ADUANA;38
2010;16/12/2010 13:10;5;ADUANA;16/12/2010 15:08;7;PLAZA ROMA;118
2010;16/12/2010 13:10;5;ADUANA;16/12/2010 15:06;7;PLAZA ROMA;117
2010;16/12/2010 12:54;3;RETIRO;16/12/2010 13:12;5;ADUANA;17
2010;16/12/2010 12:53;5;ADUANA;16/12/2010 15:06;7;PLAZA ROMA;133
2010;16/12/2010 12:45;7;PLAZA ROMA;16/12/2010 14:12;7;PLAZA ROMA;87
2010;16/12/2010 12:44;7;PLAZA ROMA;16/12/2010 14:13;7;PLAZA ROMA;89
2010;16/12/2010 12:43;5;ADUANA;16/12/2010 13:00;5;ADUANA;18
2010;16/12/2010 12:42;5;ADUANA;16/12/2010 13:31;5;ADUANA;49
2010;16/12/2010 12:41;5;ADUANA;16/12/2010 13:30;5;ADUANA;49
2010;16/12/2010 12:28;3;RETIRO;16/12/2010 12:37;6;DERECHO;9
2010;16/12/2010 12:26;7;PLAZA ROMA;16/12/2010 13:00;7;PLAZA ROMA;34
2010;16/12/2010 12:01;7;PLAZA ROMA;16/12/2010 12:07;3;RETIRO;5
2010;16/12/2010 11:58;5;ADUANA;16/12/2010 13:44;5;ADUANA;106
2010;16/12/2010 11:50;7;PLAZA ROMA;16/12/2010 12:13;7;PLAZA ROMA;23
2010;16/12/2010 11:46;6;DERECHO;16/12/2010 12:41;6;DERECHO;56
2010;16/12/2010 11:44;3;RETIRO;16/12/2010 11:57;5;ADUANA;13
2010;16/12/2010 11:38;6;DERECHO;16/12/2010 12:42;6;DERECHO;64
2010;16/12/2010 11:37;3;RETIRO;16/12/2010 11:51;6;DERECHO;14
2010;16/12/2010 11:36;5;ADUANA;16/12/2010 12:19;5;ADUANA;43
2010;16/12/2010 11:36;6;DERECHO;16/12/2010 13:40;6;DERECHO;124
2010;16/12/2010 11:33;3;RETIRO;16/12/2010 12:18;6;DERECHO;45
2010;16/12/2010 11:31;5;ADUANA;16/12/2010 13:24;5;ADUANA;114
2010;16/12/2010 11:08;7;PLAZA ROMA;16/12/2010 11:40;7;PLAZA ROMA;32
2010;16/12/2010 11:02;3;RETIRO;16/12/2010 12:23;6;DERECHO;81
2010;16/12/2010 10:57;5;ADUANA;16/12/2010 12:21;5;ADUANA;84
2010;16/12/2010 10:50;6;DERECHO;16/12/2010 11:15;5;ADUANA;24
2010;16/12/2010 10:50;5;ADUANA;16/12/2010 12:03;5;ADUANA;73
2010;16/12/2010 10:48;6;DERECHO;16/12/2010 11:20;6;DERECHO;32
2010;16/12/2010 10:45;3;RETIRO;16/12/2010 10:58;5;ADUANA;13
2010;16/12/2010 10:40;6;DERECHO;16/12/2010 11:50;6;DERECHO;70
2010;16/12/2010 10:39;5;ADUANA;16/12/2010 11:02;5;ADUANA;23
2010;16/12/2010 10:39;6;DERECHO;16/12/2010 11:50;6;DERECHO;71
2010;16/12/2010 10:38;3;RETIRO;16/12/2010 11:53;3;RETIRO;75
2010;16/12/2010 10:36;6;DERECHO;16/12/2010 11:20;6;DERECHO;44
2010;16/12/2010 10:30;5;ADUANA;16/12/2010 11:58;5;ADUANA;88
2010;16/12/2010 10:25;5;ADUANA;16/12/2010 12:10;5;ADUANA;105
2010;16/12/2010 10:13;5;ADUANA;16/12/2010 11:40;5;ADUANA;88
2010;16/12/2010 10:08;5;ADUANA;16/12/2010 11:20;5;ADUANA;73
2010;16/12/2010 10:07;3;RETIRO;16/12/2010 10:23;5;ADUANA;16
2010;16/12/2010 10:01;5;ADUANA;16/12/2010 11:37;5;ADUANA;95
2010;16/12/2010 10:01;3;RETIRO;16/12/2010 11:47;3;RETIRO;106
2010;16/12/2010 9:53;6;DERECHO;16/12/2010 9:54;5;ADUANA;1
2010;16/12/2010 9:50;6;DERECHO;16/12/2010 9:58;3;RETIRO;7
2010;16/12/2010 9:44;3;RETIRO;16/12/2010 10:12;3;RETIRO;27
2010;16/12/2010 9:41;3;RETIRO;16/12/2010 9:48;7;PLAZA ROMA;8
2010;16/12/2010 9:38;3;RETIRO;16/12/2010 9:46;7;PLAZA ROMA;8
2010;16/12/2010 9:31;6;DERECHO;16/12/2010 9:52;6;DERECHO;21
2010;16/12/2010 9:30;3;RETIRO;16/12/2010 10:32;3;RETIRO;61
2010;16/12/2010 9:30;3;RETIRO;16/12/2010 10:31;3;RETIRO;61
2010;16/12/2010 9:28;6;DERECHO;16/12/2010 9:30;6;DERECHO;2
2010;16/12/2010 9:26;7;PLAZA ROMA;16/12/2010 10:13;7;PLAZA ROMA;48
2010;16/12/2010 9:23;3;RETIRO;16/12/2010 9:30;7;PLAZA ROMA;7
2010;16/12/2010 9:19;6;DERECHO;16/12/2010 9:35;7;PLAZA ROMA;16
2010;16/12/2010 9:18;3;RETIRO;16/12/2010 9:30;7;PLAZA ROMA;12
2010;16/12/2010 9:18;6;DERECHO;16/12/2010 9:35;7;PLAZA ROMA;17
2010;16/12/2010 9:14;6;DERECHO;16/12/2010 9:22;7;PLAZA ROMA;8
2010;16/12/2010 9:10;3;RETIRO;16/12/2010 9:24;5;ADUANA;14
2010;16/12/2010 9:09;3;RETIRO;16/12/2010 9:22;5;ADUANA;14
2010;16/12/2010 9:07;3;RETIRO;16/12/2010 9:23;5;ADUANA;16
2010;16/12/2010 9:07;3;RETIRO;16/12/2010 10:07;5;ADUANA;60
2010;16/12/2010 9:06;3;RETIRO;16/12/2010 10:06;5;ADUANA;60
2010;16/12/2010 9:01;3;RETIRO;16/12/2010 9:17;5;ADUANA;16
2010;16/12/2010 8:56;3;RETIRO;16/12/2010 9:08;5;ADUANA;12
2010;16/12/2010 8:49;6;DERECHO;16/12/2010 9:16;5;ADUANA;27
2010;16/12/2010 8:44;3;RETIRO;16/12/2010 8:56;7;PLAZA ROMA;12
2010;16/12/2010 8:41;3;RETIRO;16/12/2010 8:54;5;ADUANA;13
2010;16/12/2010 8:33;3;RETIRO;16/12/2010 8:49;5;ADUANA;16
2010;16/12/2010 8:25;3;RETIRO;16/12/2010 8:54;5;ADUANA;30
2010;16/12/2010 8:19;3;RETIRO;16/12/2010 8:35;5;ADUANA;16
2010;16/12/2010 8:18;3;RETIRO;16/12/2010 8:33;5;ADUANA;15
2010;16/12/2010 8:11;6;DERECHO;16/12/2010 8:36;5;ADUANA;26
2010;16/12/2010 8:04;3;RETIRO;16/12/2010 8:22;5;ADUANA;18
2010;16/12/2010 8:04;6;DERECHO;16/12/2010 8:14;3;RETIRO;10
2010;16/12/2010 8:03;3;RETIRO;16/12/2010 8:14;7;PLAZA ROMA;11
2010;16/12/2010 8:02;3;RETIRO;16/12/2010 8:13;7;PLAZA ROMA;10
2010;16/12/2010 8:02;5;ADUANA;16/12/2010 10:16;5;ADUANA;134
2010;16/12/2010 7:57;3;RETIRO;16/12/2010 8:16;5;ADUANA;19
2010;16/12/2010 7:39;3;RETIRO;16/12/2010 7:55;6;DERECHO;16
2010;15/12/2010 19:46;5;ADUANA;15/12/2010 20:06;3;RETIRO;20
2010;15/12/2010 19:45;7;PLAZA ROMA;15/12/2010 19:57;3;RETIRO;12
2010;15/12/2010 19:29;5;ADUANA;15/12/2010 19:49;3;RETIRO;20
2010;15/12/2010 19:19;7;PLAZA ROMA;15/12/2010 19:20;3;RETIRO;1
2010;15/12/2010 19:14;5;ADUANA;15/12/2010 19:41;6;DERECHO;27
2010;15/12/2010 19:13;7;PLAZA ROMA;15/12/2010 19:23;3;RETIRO;10
2010;15/12/2010 19:12;3;RETIRO;15/12/2010 19:35;5;ADUANA;23
2010;15/12/2010 19:04;7;PLAZA ROMA;15/12/2010 19:13;3;RETIRO;9
2010;15/12/2010 19:02;7;PLAZA ROMA;15/12/2010 19:07;3;RETIRO;5
2010;15/12/2010 19:00;3;RETIRO;15/12/2010 19:09;6;DERECHO;9
2010;15/12/2010 18:59;6;DERECHO;15/12/2010 19:09;3;RETIRO;10
2010;15/12/2010 18:58;3;RETIRO;15/12/2010 19:09;5;ADUANA;11
2010;15/12/2010 18:50;3;RETIRO;15/12/2010 19:58;6;DERECHO;67
2010;15/12/2010 18:50;3;RETIRO;15/12/2010 19:58;6;DERECHO;69
2010;15/12/2010 18:48;3;RETIRO;15/12/2010 19:10;3;RETIRO;22
2010;15/12/2010 18:47;6;DERECHO;15/12/2010 19:28;5;ADUANA;42
2010;15/12/2010 18:45;5;ADUANA;15/12/2010 19:11;6;DERECHO;26
2010;15/12/2010 18:40;3;RETIRO;15/12/2010 18:50;6;DERECHO;10
2010;15/12/2010 18:39;5;ADUANA;15/12/2010 19:00;3;RETIRO;21
2010;15/12/2010 18:38;3;RETIRO;15/12/2010 20:00;3;RETIRO;82
2010;15/12/2010 18:36;3;RETIRO;15/12/2010 19:59;3;RETIRO;83
2010;15/12/2010 18:32;6;DERECHO;15/12/2010 19:42;6;DERECHO;70
2010;15/12/2010 18:28;6;DERECHO;15/12/2010 19:44;6;DERECHO;75
2010;15/12/2010 18:28;6;DERECHO;15/12/2010 19:43;6;DERECHO;76
2010;15/12/2010 18:26;6;DERECHO;15/12/2010 19:19;6;DERECHO;53
2010;15/12/2010 18:25;6;DERECHO;15/12/2010 19:20;6;DERECHO;55
2010;15/12/2010 18:23;5;ADUANA;15/12/2010 18:49;6;DERECHO;26
2010;15/12/2010 18:22;3;RETIRO;15/12/2010 18:37;5;ADUANA;15
2010;15/12/2010 18:17;7;PLAZA ROMA;15/12/2010 18:30;6;DERECHO;12
2010;15/12/2010 18:15;7;PLAZA ROMA;15/12/2010 18:23;3;RETIRO;7
2010;15/12/2010 18:14;7;PLAZA ROMA;15/12/2010 18:42;5;ADUANA;28
2010;15/12/2010 18:10;7;PLAZA ROMA;15/12/2010 20:17;3;RETIRO;127
2010;15/12/2010 18:07;5;ADUANA;15/12/2010 18:29;6;DERECHO;22
2010;15/12/2010 18:05;5;ADUANA;15/12/2010 18:18;3;RETIRO;14
2010;15/12/2010 18:03;7;PLAZA ROMA;15/12/2010 18:17;3;RETIRO;13
2010;15/12/2010 18:03;7;PLAZA ROMA;15/12/2010 18:22;6;DERECHO;19
2010;15/12/2010 18:00;5;ADUANA;15/12/2010 18:15;3;RETIRO;15
2010;15/12/2010 18:00;6;DERECHO;15/12/2010 19:01;6;DERECHO;61
2010;15/12/2010 18:00;3;RETIRO;15/12/2010 18:09;6;DERECHO;9
2010;15/12/2010 17:51;5;ADUANA;15/12/2010 18:40;3;RETIRO;49
2010;15/12/2010 17:46;5;ADUANA;15/12/2010 18:04;3;RETIRO;19
2010;15/12/2010 17:43;5;ADUANA;15/12/2010 18:17;6;DERECHO;34
2010;15/12/2010 17:38;5;ADUANA;15/12/2010 18:46;3;RETIRO;68
2010;15/12/2010 17:34;7;PLAZA ROMA;15/12/2010 17:44;3;RETIRO;10
2010;15/12/2010 17:33;6;DERECHO;15/12/2010 18:43;6;DERECHO;70
2010;15/12/2010 17:31;6;DERECHO;15/12/2010 19:09;6;DERECHO;98
2010;15/12/2010 17:27;6;DERECHO;15/12/2010 19:08;6;DERECHO;101
2010;15/12/2010 17:27;3;RETIRO;15/12/2010 19:53;3;RETIRO;146
2010;15/12/2010 17:26;3;RETIRO;15/12/2010 19:54;3;RETIRO;148
2010;15/12/2010 17:13;5;ADUANA;15/12/2010 17:42;6;DERECHO;29
2010;15/12/2010 17:06;3;RETIRO;15/12/2010 17:16;6;DERECHO;10
2010;15/12/2010 17:03;5;ADUANA;15/12/2010 18:39;3;RETIRO;96
2010;15/12/2010 17:03;7;PLAZA ROMA;15/12/2010 17:08;3;RETIRO;5
2010;15/12/2010 17:01;5;ADUANA;15/12/2010 17:14;3;RETIRO;13
2010;15/12/2010 17:00;3;RETIRO;15/12/2010 17:15;6;DERECHO;14
2010;15/12/2010 17:00;7;PLAZA ROMA;15/12/2010 18:21;7;PLAZA ROMA;81
2010;15/12/2010 16:59;6;DERECHO;15/12/2010 18:34;6;DERECHO;95
2010;15/12/2010 16:57;6;DERECHO;15/12/2010 18:35;6;DERECHO;98
2010;15/12/2010 16:50;3;RETIRO;15/12/2010 17:15;5;ADUANA;25
2010;15/12/2010 16:50;6;DERECHO;15/12/2010 18:31;6;DERECHO;102
2010;15/12/2010 16:48;3;RETIRO;15/12/2010 17:13;6;DERECHO;25
2010;15/12/2010 16:47;6;DERECHO;15/12/2010 18:31;6;DERECHO;104
2010;15/12/2010 16:33;5;ADUANA;15/12/2010 16:45;3;RETIRO;12
2010;15/12/2010 16:33;5;ADUANA;15/12/2010 16:49;3;RETIRO;16
2010;15/12/2010 16:29;6;DERECHO;15/12/2010 18:44;7;PLAZA ROMA;134
2010;15/12/2010 16:28;6;DERECHO;15/12/2010 18:45;7;PLAZA ROMA;137
2010;15/12/2010 16:23;5;ADUANA;15/12/2010 16:40;3;RETIRO;17
2010;15/12/2010 16:21;3;RETIRO;15/12/2010 16:22;7;PLAZA ROMA;1
2010;15/12/2010 16:19;7;PLAZA ROMA;15/12/2010 16:38;6;DERECHO;20
2010;15/12/2010 16:16;6;DERECHO;15/12/2010 16:25;3;RETIRO;9
2010;15/12/2010 16:08;5;ADUANA;15/12/2010 16:58;7;PLAZA ROMA;51
2010;15/12/2010 16:06;5;ADUANA;15/12/2010 16:42;5;ADUANA;36
2010;15/12/2010 16:06;3;RETIRO;15/12/2010 18:07;3;RETIRO;121
2010;15/12/2010 15:55;6;DERECHO;15/12/2010 17:17;6;DERECHO;82
2010;15/12/2010 15:53;6;DERECHO;15/12/2010 17:17;6;DERECHO;84
2010;15/12/2010 15:51;5;ADUANA;15/12/2010 17:36;5;ADUANA;105
2010;15/12/2010 15:50;6;DERECHO;15/12/2010 17:14;6;DERECHO;83
2010;15/12/2010 15:47;5;ADUANA;15/12/2010 16:24;6;DERECHO;37
2010;15/12/2010 15:44;3;RETIRO;15/12/2010 16:10;3;RETIRO;26
2010;15/12/2010 15:42;3;RETIRO;15/12/2010 15:53;6;DERECHO;11
2010;15/12/2010 15:32;6;DERECHO;15/12/2010 15:42;3;RETIRO;10
2010;15/12/2010 15:18;7;PLAZA ROMA;15/12/2010 16:06;7;PLAZA ROMA;48
2010;15/12/2010 15:17;3;RETIRO;15/12/2010 15:40;5;ADUANA;23
2010;15/12/2010 15:01;5;ADUANA;15/12/2010 16:10;5;ADUANA;69
2010;15/12/2010 14:54;5;ADUANA;15/12/2010 16:26;3;RETIRO;92
2010;15/12/2010 14:46;3;RETIRO;15/12/2010 15:58;7;PLAZA ROMA;72
2010;15/12/2010 14:44;5;ADUANA;15/12/2010 15:57;5;ADUANA;73
2010;15/12/2010 14:32;5;ADUANA;15/12/2010 15:45;5;ADUANA;73
2010;15/12/2010 14:28;3;RETIRO;15/12/2010 14:42;5;ADUANA;13
2010;15/12/2010 14:26;5;ADUANA;15/12/2010 16:19;5;ADUANA;113
2010;15/12/2010 14:23;7;PLAZA ROMA;15/12/2010 14:37;3;RETIRO;14
2010;15/12/2010 14:22;7;PLAZA ROMA;15/12/2010 15:14;7;PLAZA ROMA;53
2010;15/12/2010 14:21;7;PLAZA ROMA;15/12/2010 15:14;7;PLAZA ROMA;53
2010;15/12/2010 14:17;5;ADUANA;15/12/2010 14:39;5;ADUANA;23
2010;15/12/2010 14:16;3;RETIRO;15/12/2010 15:15;6;DERECHO;59
2010;15/12/2010 14:08;6;DERECHO;15/12/2010 16:01;6;DERECHO;113
2010;15/12/2010 14:07;7;PLAZA ROMA;15/12/2010 15:12;7;PLAZA ROMA;65
2010;15/12/2010 14:07;3;RETIRO;15/12/2010 15:19;3;RETIRO;73
2010;15/12/2010 14:01;5;ADUANA;15/12/2010 14:15;7;PLAZA ROMA;15
2010;15/12/2010 13:56;6;DERECHO;15/12/2010 15:02;6;DERECHO;66
2010;15/12/2010 13:55;3;RETIRO;15/12/2010 14:06;7;PLAZA ROMA;11
2010;15/12/2010 13:52;3;RETIRO;15/12/2010 14:33;7;PLAZA ROMA;41
2010;15/12/2010 13:48;5;ADUANA;15/12/2010 14:34;6;DERECHO;46
2010;15/12/2010 13:39;5;ADUANA;15/12/2010 15:24;6;DERECHO;105
2010;15/12/2010 13:33;5;ADUANA;15/12/2010 14:26;5;ADUANA;54
2010;15/12/2010 13:32;5;ADUANA;15/12/2010 15:07;3;RETIRO;95
2010;15/12/2010 13:15;3;RETIRO;15/12/2010 13:48;5;ADUANA;33
2010;15/12/2010 13:14;5;ADUANA;15/12/2010 13:45;5;ADUANA;31
2010;15/12/2010 12:58;3;RETIRO;15/12/2010 13:13;5;ADUANA;15
2010;15/12/2010 12:49;5;ADUANA;15/12/2010 13:16;3;RETIRO;27
2010;15/12/2010 12:45;7;PLAZA ROMA;15/12/2010 13:23;7;PLAZA ROMA;38
2010;15/12/2010 12:44;5;ADUANA;15/12/2010 13:51;5;ADUANA;67
2010;15/12/2010 12:43;5;ADUANA;15/12/2010 13:51;5;ADUANA;67
2010;15/12/2010 12:43;5;ADUANA;15/12/2010 14:19;5;ADUANA;96
2010;15/12/2010 12:30;5;ADUANA;15/12/2010 13:25;5;ADUANA;56
2010;15/12/2010 12:28;3;RETIRO;15/12/2010 12:48;6;DERECHO;20
2010;15/12/2010 12:15;6;DERECHO;15/12/2010 12:51;6;DERECHO;36
2010;15/12/2010 12:07;3;RETIRO;15/12/2010 12:19;6;DERECHO;12
2010;15/12/2010 12:02;5;ADUANA;15/12/2010 12:45;5;ADUANA;43
2010;15/12/2010 12:00;3;RETIRO;15/12/2010 13:30;5;ADUANA;91
2010;15/12/2010 11:56;7;PLAZA ROMA;15/12/2010 13:03;5;ADUANA;66
