WKT	ID	LINEA	RAMAL	SENTIDO	TIPO_SERVICIO
LINESTRING (-58.329044 -34.764509499999981,-58.329446300000029 -34.763983,-58.3299306 -34.763351300000011,-58.330413699999959 -34.762721500000026,-58.330952899999978 -34.7620265,-58.331557 -34.761212500000013,-58.3319305 -34.7607168,-58.332034400000019 -34.760585099999986,-58.332582799999983 -34.75989050000004,-58.333203799999986 -34.7590572,-58.333788961301927 -34.758283026339292,-58.334474199999896 -34.757397300000086,-58.33505520000007 -34.7566279,-58.335745599999498 -34.75568560000039,-58.336332299999981 -34.754829200000025,-58.336933200000026 -34.7539316,-58.3374912 -34.7531028,-58.337951300000142 -34.752401699999901,-58.338667000000271 -34.751351,-58.339287299999789 -34.75044050000016,-58.339399 -34.750470299999989,-58.340122700000016 -34.750705,-58.340403800000033 -34.7507904,-58.340857500000027 -34.751031,-58.341447034877767 -34.751327966359433,-58.341662985740243 -34.75145097846034,-58.342063976231906 -34.751642965335598,-58.3424010420337 -34.751808020218228,-58.34270002330014	7902	33	A	vuelta	COMUN BASICO
LINESTRING (-58.329044 -34.764509499999981,-58.329446300000029 -34.763983,-58.3299306 -34.763351300000011,-58.330413699999959 -34.762721500000026,-58.330952899999978 -34.7620265,-58.331557 -34.761212500000013,-58.3319305 -34.7607168,-58.332034400000019 -34.760585099999986,-58.332582799999983 -34.75989050000004,-58.333203799999986 -34.7590572,-58.333788961301927 -34.758283026339292,-58.334474199999541 -34.757397300000434,-58.335055200000042 -34.7566279,-58.335745599999619 -34.755685600000291,-58.336332299999981 -34.754829200000025,-58.336933200000026 -34.7539316,-58.3374912 -34.7531028,-58.337951300000022 -34.7524017,-58.338667 -34.751351,-58.339287299999881 -34.750440500000103,-58.339399 -34.750470299999989,-58.340122700000016 -34.750705,-58.340403800000033 -34.7507904,-58.340857500000027 -34.751031,-58.341447034877767 -34.751327966359433,-58.341662985740243 -34.75145097846034,-58.342063976231906 -34.751642965335598,-58.3424010420337 -34.751808020218228,-58.342700023300146 -34.75195698	7903	33	B	vuelta	COMUN BASICO
LINESTRING (-58.329044 -34.764509499999981,-58.329446300000029 -34.763983,-58.3299306 -34.763351300000011,-58.330413699999959 -34.762721500000026,-58.330952899999978 -34.7620265,-58.331557 -34.761212500000013,-58.3319305 -34.7607168,-58.332034400000019 -34.760585099999986,-58.332582799999983 -34.75989050000004,-58.333203799999986 -34.7590572,-58.333788961301927 -34.758283026339292,-58.334474199999896 -34.757397300000086,-58.335055200000042 -34.7566279,-58.335745599999875 -34.755685600000092,-58.336332299999924 -34.754829200000103,-58.336933200000026 -34.7539316,-58.3374912 -34.7531028,-58.337951300000022 -34.7524017,-58.338667 -34.751351,-58.3392873 -34.750440500000103,-58.339399 -34.750470299999989,-58.340122700000016 -34.750705,-58.340403800000033 -34.7507904,-58.340857500000027 -34.751031,-58.341447034877767 -34.751327966359433,-58.341662985740243 -34.75145097846034,-58.342063976231906 -34.751642965335598,-58.3424010420337 -34.751808020218228,-58.342700023300146 -34.751956988248217,	7904	33	C	vuelta	COMUN BASICO
LINESTRING (-58.329044 -34.764509499999981,-58.329446300000029 -34.763983,-58.3299306 -34.763351300000011,-58.330413699999959 -34.762721500000026,-58.330952899999978 -34.7620265,-58.331557 -34.761212500000013,-58.3319305 -34.7607168,-58.332034400000019 -34.760585099999986,-58.332582799999983 -34.75989050000004,-58.333203799999986 -34.7590572,-58.333788961301927 -34.758283026339292,-58.334474199999896 -34.757397300000086,-58.335055200000042 -34.7566279,-58.335745599999875 -34.755685600000092,-58.336332299999924 -34.754829200000103,-58.336933200000026 -34.7539316,-58.3374912 -34.7531028,-58.337951300000022 -34.7524017,-58.338667 -34.751351,-58.3392873 -34.750440500000103,-58.339399 -34.750470299999989,-58.340122700000016 -34.750705,-58.340403800000033 -34.7507904,-58.340857500000027 -34.751031,-58.341447034877767 -34.751327966359433,-58.341662985740243 -34.75145097846034,-58.342063976231906 -34.751642965335598,-58.3424010420337 -34.751808020218228,-58.342700023300146 -34.751956988248217,	7905	33	D	vuelta	COMUN BASICO
LINESTRING (-58.37017240934707 -34.58332319575738,-58.368978627442779 -34.584003459099975,-58.368713042047617 -34.584153014003384,-58.367660958232634 -34.584735998399189,-58.366928023554756 -34.585183981496606,-58.366562214271703 -34.585380517565547,-58.367268828730118 -34.586251856792742,-58.368359011328607 -34.587619019190662,-58.369198398168606 -34.588601440913926,-58.370293746773662 -34.589949342733028,-58.37050616072186 -34.589935142646553,-58.370706680326336 -34.590015876027202,-58.371007404380244 -34.589217625908191,-58.371461445910278 -34.587956939222735,-58.371729593379015 -34.588129107649102,-58.372226670013795 -34.588805233455091,-58.37325966232374 -34.590113974407828,-58.372999091522694 -34.590254884598906,-58.371851997813117 -34.590862991817318,-58.371832002197102 -34.59089399263619,-58.371655001706586 -34.591179042908692,-58.372189114748188 -34.591762878046019,-58.370477890778545 -34.595924407086393,-58.37015101656953 -34.596779038584359,-58.370114963494593 -34.5968540258	7906	33	I	ida	COMUN BASICO
LINESTRING (-58.615560300000013 -34.485685,-58.6153463 -34.485699700000026,-58.6146082 -34.485794699999971,-58.613444099999981 -34.4859472,-58.61287399999987 -34.485995200000069,-58.611634799999884 -34.486048900000078,-58.610278699999931 -34.486191800000043,-58.609534599999598 -34.486207900000217,-58.609183356932867 -34.486271845783243,-58.608318200000042 -34.486326,-58.606432199999936 -34.486540500000054,-58.606432199999354 -34.486540500000316,-58.601711799999755 -34.487139100000107,-58.592898 -34.4877977,-58.589625699999971 -34.487865600000021,-58.588154399999887 -34.487945700000054,-58.585589300000017 -34.4881346,-58.576016600000045 -34.4888492,-58.5741525 -34.489073399999988,-58.571493969201391 -34.489527023722033,-58.569263958272607 -34.490128034453399,-58.568949035263778 -34.490231004798517,-58.566254499999928 -34.491131,-58.561244039556726 -34.493052993508478,-58.559029991561879 -34.493857032639866,-58.558423010152566 -34.494076967266452,-58.557076041817446 -34.494614036193028,-	7907	15	D	vuelta	COMUN BASICO
LINESTRING (-58.6849976 -34.409573799999983,-58.685891 -34.4100538,-58.6869482 -34.41061340000001,-58.6880065 -34.4111785,-58.689056299999976 -34.411736900000015,-58.689583500000047 -34.412017500000026,-58.690120400000062 -34.4123033,-58.6911517 -34.412861,-58.692198099999985 -34.413423300000012,-58.693278899999989 -34.4139957,-58.6942497 -34.4145149,-58.695178299999959 -34.415011500000027,-58.696603399999979 -34.4157717,-58.697018299999982 -34.415990500000014,-58.697999200000012 -34.4165252,-58.698904900000088 -34.416998799999945,-58.699611400000016 -34.416095299999952,-58.7002827 -34.4152377,-58.700945499999989 -34.414387200000014,-58.701189800000037 -34.414073699999925,-58.7016872 -34.413533699999988,-58.7017004 -34.413499200000011,-58.701727500000011 -34.4134719,-58.7017959 -34.413449899999982,-58.701959100000032 -34.41342460000007,-58.702480199999954 -34.413281100000091,-58.702800499999817 -34.413229200000117,-58.707712200000017 -34.412219799999988,-58.709663100000014 -34.41183630	7908	15	B	vuelta	COMUN BASICO
LINESTRING (-58.417947192156674 -34.573536996159824,-58.418399229203771 -34.574129656841677,-58.41843210173775 -34.574445016337386,-58.418476987899425 -34.574906031968695,-58.418472200924192 -34.575287185885173,-58.418448003246226 -34.575506351264984,-58.418424088754406 -34.575632609428958,-58.41834574036718 -34.575864482858499,-58.418192817404126 -34.57628276118794,-58.418006169730411 -34.576625178388738,-58.417855076979613 -34.576784095367763,-58.41760703250133 -34.57703696745633,-58.417264776938509 -34.577355396513958,-58.418743758634591 -34.578876492394151,-58.420580753033541 -34.580793501745049,-58.420724996176432 -34.580710526522722,-58.420928498590136 -34.580672547925182,-58.421107129372842 -34.580676077570018,-58.42129048071849 -34.580672994860137,-58.421438071126531 -34.580721748427379,-58.421549074892518 -34.580786458800773,-58.421600441273959 -34.580843697192385,-58.421680724339325 -34.581031707008727,-58.421734524838129 -34.581185149133418,-58.420752365260704 -34.5818611100	7909	37	C	ida	COMUN BASICO
LINESTRING (-58.393518500000042 -34.71714,-58.393260992820075 -34.71583699077172,-58.392851100000016 -34.7138179,-58.392627300000022 -34.712838,-58.392354021971286 -34.71163401648819,-58.392107999353314 -34.710479012540233,-58.391905014948144 -34.709547990823779,-58.391622991201373 -34.708177030873912,-58.391646600000016 -34.706758099999966,-58.391709700000092 -34.704010599999933,-58.391767 -34.702528699999988,-58.391812 -34.701363499999985,-58.391868500000015 -34.699903400000011,-58.391983400000015 -34.698279800000016,-58.391654800000019 -34.6975452,-58.391231500000032 -34.6966974,-58.39083670000003 -34.695836499999977,-58.390493300000031 -34.694996699999976,-58.390149100000087 -34.6940981,-58.389810100000041 -34.6931842,-58.389471800000024 -34.692292800000068,-58.3889489 -34.691033499999968,-58.388550400000014 -34.690107899999987,-58.388148500000042 -34.689132499999971,-58.387781800000035 -34.688299299999983,-58.387386400000018 -34.687322299999984,-58.38713420000002 -34.6867064999999	7910	37	A	vuelta	COMUN BASICO
LINESTRING (-58.393518500000042 -34.71714,-58.393260992820075 -34.71583699077172,-58.392851100000044 -34.7138179,-58.392627300000029 -34.712838,-58.392354021971286 -34.71163401648819,-58.392107999353314 -34.710479012540233,-58.391905014948144 -34.709547990823779,-58.391622991201373 -34.708177030873912,-58.391646600000016 -34.706758099999959,-58.391666900000033 -34.705486900000011,-58.39170970000017 -34.704010599999876,-58.391767000000108 -34.702528699999974,-58.391812 -34.701363499999978,-58.391868500000015 -34.699903400000011,-58.391983400000015 -34.698279800000016,-58.391654800000019 -34.6975452,-58.391231500000032 -34.6966974,-58.39083670000003 -34.695836499999977,-58.390493300000017 -34.6949967,-58.390149100000123 -34.694098099999962,-58.389810100000055 -34.6931842,-58.389471800000024 -34.692292800000033,-58.3889489 -34.691033499999968,-58.388550400000014 -34.6901079,-58.388148500000042 -34.689132499999971,-58.387781800000035 -34.688299299999983,-58.387386400000018 -34.687322299999	7911	37	B	vuelta	COMUN BASICO
LINESTRING (-58.393518500000042 -34.71714,-58.393260992820075 -34.71583699077172,-58.392851100000016 -34.7138179,-58.392627300000022 -34.712838,-58.392354021971286 -34.71163401648819,-58.392107999353314 -34.710479012540233,-58.391905014948144 -34.709547990823779,-58.391622991201373 -34.708177030873912,-58.3916466 -34.706758099999981,-58.391666900000011 -34.7054869,-58.391709700000092 -34.704010599999933,-58.391767000000151 -34.702528699999959,-58.391812 -34.701363499999985,-58.391868500000015 -34.699903400000011,-58.391983400000015 -34.698279800000016,-58.391654800000019 -34.6975452,-58.391231500000032 -34.6966974,-58.39083670000003 -34.695836499999977,-58.390493300000017 -34.6949967,-58.390149100000045 -34.694098099999984,-58.389810100000041 -34.6931842,-58.389471800000024 -34.692292800000033,-58.3889489 -34.691033499999968,-58.388550400000014 -34.690107899999987,-58.388148500000042 -34.689132499999971,-58.387781800000035 -34.688299299999983,-58.387386400000018 -34.687322299999984,-58	7912	37	C	vuelta	COMUN BASICO
LINESTRING (-58.445382654229576 -34.542101059204121,-58.444130022494242 -34.542509206443619,-58.443652360267244 -34.542650125536099,-58.442769512648503 -34.542927877557204,-58.442270904460145 -34.543069020704735,-58.441674904499202 -34.543268889124974,-58.441334954500221 -34.543388580317355,-58.441209256985267 -34.543475604843429,-58.441110726893434 -34.543619682180733,-58.441034936541968 -34.543790211104181,-58.441125288370813 -34.54538942238446,-58.439219809507811 -34.545382660069393,-58.438927976059034 -34.545512185796007,-58.438880365874191 -34.54555023043099,-58.438739332324317 -34.545668070478975,-58.438604480811875 -34.545943539621824,-58.438572348260259 -34.546097026156822,-58.438538624603844 -34.546267232030189,-58.438507842066713 -34.546426001010907,-58.438457981517871 -34.546672044936543,-58.438375694617292 -34.546963410429044,-58.438363570005784 -34.547053833207421,-58.438421348587568 -34.54714491165452,-58.438520555968942 -34.54719951660465,-58.438729956014882 -34.54721000	7913	37	A	ida	COMUN BASICO
LINESTRING (-58.445382654229576 -34.542101059204121,-58.444130022494242 -34.542509206443619,-58.443652360267244 -34.542650125536099,-58.442769512648503 -34.542927877557204,-58.442270904460145 -34.543069020704735,-58.441674904499202 -34.543268889124974,-58.441334954500221 -34.543388580317355,-58.441209256985267 -34.543475604843429,-58.441110726893434 -34.543619682180733,-58.441034936541968 -34.543790211104181,-58.441125288370813 -34.54538942238446,-58.439219809507811 -34.545382660069393,-58.438927976059034 -34.545512185796007,-58.438830457248471 -34.545538667090071,-58.438694432819773 -34.545541711231778,-58.438614229849598 -34.545485310803699,-58.438551590088821 -34.545349615107945,-58.438560873320782 -34.54525072435063,-58.438576643997713 -34.545006724457188,-58.438575377796852 -34.544825861015227,-58.438387964526122 -34.544226008616484,-58.438222596303859 -34.543832995273398,-58.438088903911122 -34.543650215028862,-58.437926981787875 -34.543422220963528,-58.437641692810168 -34.543126	7914	37	B	ida	COMUN BASICO
LINESTRING (-58.6155603 -34.485685,-58.615346299999977 -34.485699700000026,-58.6146082 -34.485794699999971,-58.6134441 -34.485947199999984,-58.612874 -34.4859952,-58.611634799999869 -34.486048900000078,-58.610278699999945 -34.486191800000036,-58.609534599999641 -34.486207900000181,-58.609183356933023 -34.486271845783158,-58.6083182 -34.486326,-58.606432199999979 -34.486540500000025,-58.601711799999862 -34.487139100000071,-58.592898 -34.4877977,-58.589625699999921 -34.487865600000013,-58.588154399999887 -34.487945700000054,-58.585589300000017 -34.4881346,-58.576016600000045 -34.4888492,-58.5741525 -34.489073399999988,-58.571493969201391 -34.489527023722033,-58.569263958272607 -34.490128034453399,-58.568949035263778 -34.490231004798517,-58.566254499999928 -34.491131,-58.561244039556726 -34.493052993508478,-58.559029991561879 -34.493857032639866,-58.558423010152566 -34.494076967266452,-58.557076041817446 -34.494614036193028,-58.556951985159955 -34.494674000413625,-58.556472005613628 -34.4	7915	15	K	vuelta	EXPRESO 
LINESTRING (-58.615560300000013 -34.485685,-58.6153463 -34.485699700000026,-58.6146082 -34.485794699999978,-58.613444099999981 -34.485947199999984,-58.612874 -34.485995200000026,-58.611634799999742 -34.486048900000149,-58.610278699999832 -34.486191800000107,-58.60953459999984 -34.486207900000089,-58.609183356932867 -34.486271845783236,-58.608318199999836 -34.486326,-58.606432199999887 -34.48654050000011,-58.601711799999656 -34.487139100000149,-58.592898 -34.487797699999966,-58.589625699999971 -34.487865600000021,-58.588154399999887 -34.487945700000054,-58.585589300000017 -34.4881346,-58.576016600000045 -34.4888492,-58.5741525 -34.489073399999988,-58.571493969201391 -34.489527023722033,-58.569263958272607 -34.490128034453399,-58.568949035263778 -34.490231004798517,-58.566254499999928 -34.491131,-58.561244039556726 -34.493052993508478,-58.559029991561879 -34.493857032639866,-58.558423010152566 -34.494076967266452,-58.557076041817446 -34.494614036193028,-58.556951985159955 -34.49467400041	7916	15	L	vuelta	EXPRESO 
LINESTRING (-58.6849976 -34.409573799999983,-58.685891 -34.4100538,-58.6869482 -34.41061340000001,-58.6880065 -34.4111785,-58.689056299999976 -34.411736900000015,-58.689583500000047 -34.412017500000026,-58.690120400000062 -34.4123033,-58.6911517 -34.412861,-58.692198099999985 -34.413423300000012,-58.693278899999989 -34.4139957,-58.6942497 -34.4145149,-58.695178299999959 -34.415011500000027,-58.696603399999979 -34.4157717,-58.697018299999982 -34.415990500000014,-58.697999200000012 -34.4165252,-58.698904900000137 -34.416998799999895,-58.699611400000016 -34.416095299999981,-58.7002827 -34.4152377,-58.700945499999989 -34.414387200000014,-58.7011898 -34.414073700000166,-58.7016872 -34.413533699999959,-58.7017004 -34.413499200000011,-58.701727500000025 -34.4134719,-58.701795899999979 -34.41344990000016,-58.701959100000025 -34.413424600000091,-58.702480199999968 -34.413281100000091,-58.702800499999817 -34.413229200000117,-58.707712200000017 -34.412219799999988,-58.709663100000014 -34.41183630	7917	15	H	vuelta	EXPRESO 
