WKT	ID	LINEA	RAMAL	SENTIDO	TIPO_SERVICIO
LINESTRING (-58.526514020264464 -34.638299987792038,-58.525857025886218 -34.638251011577509,-58.525195983653866 -34.638202033897251,-58.525208017699349 -34.638052991170305,-58.525299984409479 -34.637238968097634,-58.52531198304596 -34.637162955986305,-58.525448026811794 -34.636113797070152,-58.525501560225401 -34.635642017984843,-58.525509038856121 -34.635536060783615,-58.525514975626123 -34.635404977027697,-58.525602343336907 -34.634584902805535,-58.5268942 -34.6346895,-58.527082499999977 -34.63464,-58.527982499999958 -34.634707900000016,-58.528179299999969 -34.63471820000003,-58.5288555 -34.634520800000026,-58.529041200000016 -34.634430200000018,-58.5293778 -34.6341706,-58.529414499999973 -34.634064600000016,-58.529474 -34.633173400000011,-58.529506500000018 -34.6325891,-58.529534031884566 -34.631817825943799,-58.5295955 -34.631042900000011,-58.529688600000014 -34.6291348,-58.5297013 -34.6289242,-58.52973796415322 -34.628207041889624,-58.529746990420094 -34.628133014416925,-58.529784	7988	21	E	ida	COMUN BASICO
LINESTRING (-58.581924 -34.4218825,-58.581986 -34.421807200000018,-58.582048600000036 -34.421752299999987,-58.583590200000039 -34.4208101,-58.5842504 -34.420411500000014,-58.585097499999833 -34.419909600000075,-58.585582899999757 -34.419632000000149,-58.585691400000023 -34.419595499999986,-58.585840599999983 -34.419562700000014,-58.586208399999919 -34.419371800000057,-58.587536899999648 -34.418954800000208,-58.587754499999598 -34.418932900000208,-58.587741299999429 -34.419204200000415,-58.587734099999494 -34.41982890000034,-58.587763499999589 -34.420442600000307,-58.587841599999507 -34.420827100000373,-58.588121399999373 -34.421383300000386,-58.588286799999345 -34.4217414000004,-58.588693699999482 -34.422640600000349,-58.588837099999566 -34.423069800000313,-58.588946299999549 -34.423281200000339,-58.589277899999225 -34.423806400000458,-58.58941299999902 -34.424009500000551,-58.589830899998908 -34.424608200000627,-58.590594999998835 -34.42574670000058,-58.591019299998827 -34.42650340000	7989	21	E	vuelta	COMUN BASICO
LINESTRING (-58.6634365 -34.4758541,-58.663258899999967 -34.475906200000054,-58.6625499 -34.476087599999978,-58.661464800000061 -34.476396699999967,-58.660323000000481 -34.476681199999753,-58.659981000000208 -34.476705699999869,-58.659532199999724 -34.476795300000113,-58.655704900000046 -34.477779600000027,-58.652457899999966 -34.478331100000041,-58.649754299999962 -34.479009600000026,-58.645617299999984 -34.480042900000029,-58.642416900000391 -34.480752399999787,-58.631464600000108 -34.482941599999982,-58.628991299999505 -34.483380200000227,-58.623493200000176 -34.484200399999899,-58.618356300000166 -34.484923699999975,-58.608318200000447 -34.486325999999821,-58.606432199999837 -34.486540500000082,-58.605901799999593 -34.486596700000142,-58.60398319999986 -34.4868266,-58.603131299999887 -34.4869636,-58.601711799999897 -34.487139100000036,-58.592898000000183 -34.487797699999923,-58.589625699999836 -34.487865600000113,-58.588914800000062 -34.487895699999953,-58.588154399999858 -34.48794	7990	21	D	vuelta	COMUN BASICO
LINESTRING (-58.526514020264464 -34.638299987792038,-58.525857025886218 -34.638251011577509,-58.525195983653866 -34.638202033897251,-58.525208017699349 -34.638052991170305,-58.525299984409479 -34.637238968097634,-58.52531198304596 -34.637162955986305,-58.525448026811794 -34.636113797070152,-58.525501560225401 -34.635642017984843,-58.525509038856121 -34.635536060783615,-58.525514975626123 -34.635404977027697,-58.525602343336907 -34.634584902805535,-58.5268942 -34.6346895,-58.527082499999977 -34.63464,-58.527982499999958 -34.634707900000016,-58.528179299999969 -34.63471820000003,-58.5288555 -34.634520800000026,-58.529041200000016 -34.634430200000018,-58.5293778 -34.6341706,-58.529414499999973 -34.634064600000016,-58.529474 -34.633173400000018,-58.529506500000018 -34.6325891,-58.529534031884566 -34.631817825943799,-58.5295955 -34.631042900000011,-58.529688600000014 -34.6291348,-58.5297013 -34.6289242,-58.52973796415322 -34.628207041889624,-58.529746990420094 -34.628133014416925,-58.529784	7991	21	D	ida	COMUN BASICO
LINESTRING (-58.698960899999967 -34.447627300000015,-58.700636799999863 -34.447753200000065,-58.700334599999806 -34.448130300000031,-58.700046999999877 -34.448139800000014,-58.699946599999876 -34.448163300000054,-58.699730799999969 -34.448279800000016,-58.699524299999958 -34.448444400000035,-58.698342000000125 -34.449711699999902,-58.691384199999945 -34.458728200000067,-58.688791983725011 -34.461852027022367,-58.686640300000043 -34.464705,-58.686185599999867 -34.465487400000058,-58.6850739 -34.467718599999962,-58.684247800000044 -34.468820899999848,-58.683820700000012 -34.4692275,-58.682701200000231 -34.470048599999792,-58.681862700000337 -34.470473899999696,-58.68136690000027 -34.470668799999792,-58.680308400000357 -34.471005699999758,-58.679793200000347 -34.471189199999763,-58.679298400000171 -34.471286199999852,-58.67762050000006 -34.471553399999983,-58.676566899999969 -34.471761900000025,-58.675726600000075 -34.471966299999977,-58.672547200000565 -34.472872199999742,-58.66798319999	7992	21	B	vuelta	COMUN BASICO
LINESTRING (-58.4396662 -34.719689499999987,-58.440759 -34.720303199999982,-58.4419051 -34.720946799999979,-58.442994200000015 -34.7215583,-58.444077200000017 -34.7221665,-58.444663900000052 -34.722473,-58.445262600000135 -34.721764399999977,-58.446231699999906 -34.720970400000077,-58.448699799999929 -34.717867200000065,-58.4496806 -34.716642499999985,-58.451456399999962 -34.714510300000029,-58.453372400000035 -34.7121432,-58.455637199999856 -34.70926960000012,-58.456251499999986 -34.708691,-58.456500998937933 -34.708496033814306,-58.45668398092608 -34.70836296647726,-58.457687042338506 -34.707587994422944,-58.458102975427401 -34.70726803209314,-58.458170100000018 -34.707197599999979,-58.458224200000011 -34.707106399999979,-58.458266962039602 -34.706963026023921,-58.458266969403198 -34.706824990667478,-58.4582424 -34.70672010000002,-58.458255999585255 -34.706535034864352,-58.458285986617632 -34.706485988770254,-58.4583671 -34.7064054,-58.458479300000015 -34.706317799999987,-58.4586788	7993	21	B	ida	COMUN BASICO
LINESTRING (-58.4396662 -34.719689499999987,-58.440759 -34.720303199999982,-58.4419051 -34.720946799999979,-58.442994200000015 -34.7215583,-58.444077200000017 -34.7221665,-58.444663900000052 -34.722473,-58.445262600000213 -34.721764399999941,-58.446231699999906 -34.720970400000077,-58.448699799999929 -34.717867200000065,-58.449680600000036 -34.716642499999963,-58.451456399999962 -34.714510300000029,-58.453372400000035 -34.7121432,-58.455637199999934 -34.709269600000063,-58.456251499999986 -34.708691,-58.456500998937933 -34.708496033814306,-58.45668398092608 -34.70836296647726,-58.457687042338506 -34.707587994422944,-58.458102975427401 -34.70726803209314,-58.458170100000018 -34.707197599999979,-58.458224200000011 -34.707106399999979,-58.458266962039602 -34.706963026023921,-58.458266969403198 -34.706824990667478,-58.4582424 -34.70672010000002,-58.458255999585255 -34.706535034864352,-58.458285986617632 -34.706485988770254,-58.4583671 -34.7064054,-58.458479300000015 -34.706317799999987,-58	7996	21	C	ida	COMUN BASICO
LINESTRING (-58.526514020264464 -34.638299987792038,-58.525857025886218 -34.638251011577509,-58.525195983653866 -34.638202033897251,-58.525208017699349 -34.638052991170305,-58.525299984409479 -34.637238968097634,-58.52531198304596 -34.637162955986305,-58.525448026811794 -34.636113797070152,-58.525501560225401 -34.635642017984843,-58.525509038856121 -34.635536060783615,-58.525514975626123 -34.635404977027697,-58.525602343336907 -34.634584902805535,-58.5268942 -34.6346895,-58.527082499999977 -34.63464,-58.527982499999958 -34.634707900000016,-58.528179299999969 -34.63471820000003,-58.5288555 -34.634520800000026,-58.529041200000016 -34.634430200000018,-58.5293778 -34.6341706,-58.529414499999973 -34.6340646,-58.529474 -34.633173400000011,-58.529506500000018 -34.6325891,-58.529534031884566 -34.631817825943799,-58.5295955 -34.631042900000011,-58.529688600000014 -34.6291348,-58.5297013 -34.6289242,-58.52973796415322 -34.628207041889624,-58.529746990420094 -34.628133014416925,-58.52978450000001	7997	21	H	ida	COMUN BASICO
LINESTRING (-58.4396662 -34.719689499999987,-58.440759 -34.720303199999982,-58.4419051 -34.720946799999979,-58.442994200000015 -34.7215583,-58.444077200000017 -34.7221665,-58.444663900000052 -34.722473,-58.445262600000277 -34.721764399999927,-58.446231699999906 -34.720970400000077,-58.448699799999929 -34.717867200000065,-58.449680600000086 -34.716642499999956,-58.451456399999962 -34.714510300000029,-58.453372400000035 -34.7121432,-58.455637199999934 -34.709269600000063,-58.456251499999986 -34.708691,-58.456500998937933 -34.708496033814306,-58.45668398092608 -34.70836296647726,-58.457687042338506 -34.707587994422944,-58.458102975427401 -34.70726803209314,-58.458170100000018 -34.707197599999979,-58.458224200000025 -34.707106399999958,-58.458266962039602 -34.706963026023921,-58.458266969403198 -34.706824990667478,-58.4582424 -34.70672010000002,-58.458255999585255 -34.706535034864352,-58.458285986617632 -34.706485988770254,-58.4583671 -34.7064054,-58.458479300000015 -34.706317799999987,-58	7998	21	I	ida	EXPRESO 
LINESTRING (-58.476070887686063 -34.53848198809272,-58.4755561 -34.539399399999986,-58.475542933763116 -34.539735662608138,-58.475413965384554 -34.540122034422041,-58.475115035064405 -34.540732009861877,-58.475032033678183 -34.540957966036608,-58.475089010682716 -34.54097698460204,-58.476024010976204 -34.541280013199582,-58.476836974510363 -34.54154500014976,-58.476905994443499 -34.541565008260484,-58.476974026399041 -34.54158799181684,-58.477840021003487 -34.541877039305881,-58.477909041991722 -34.541900022217455,-58.477974018881014 -34.541922013806158,-58.478849993974563 -34.542203028387497,-58.478914971346633 -34.542225019474266,-58.478980038812004 -34.542248002304035,-58.479845956686852 -34.542533970013267,-58.479911024666926 -34.542557042508335,-58.479937972605001 -34.542498973935082,-58.480283001877915 -34.541798991739029,-58.480790799999987 -34.540766900000015,-58.480893 -34.5407509,-58.480946700000011 -34.5407139,-58.481086 -34.5407864,-58.481229006804149 -34.540944019241671,-5	7999	21	C	vuelta	COMUN BASICO
LINESTRING (-58.512639200000024 -34.5371253,-58.5119172 -34.5367752,-58.5106937 -34.5361751,-58.50979710000005 -34.5357288,-58.508872400000037 -34.535305600000015,-58.5084482 -34.536056099999982,-58.5080787 -34.536889799999983,-58.507693900000021 -34.5378286,-58.507276299999987 -34.538811100000018,-58.506909400000062 -34.539611500000014,-58.50677996666569 -34.539787984870877,-58.506110400000019 -34.541207300000011,-58.5061204 -34.5413154,-58.506050988504462 -34.541509001140959,-58.505988 -34.541641899999988,-58.5042944 -34.540836900000023,-58.503028500000028 -34.540257699999962,-58.5018416 -34.539686800000027,-58.500630041427726 -34.539116985110297,-58.49950400610809 -34.538581041690151,-58.4982724 -34.5380677,-58.496980600000015 -34.537458199999982,-58.495838799999973 -34.536892400000028,-58.494779099999974 -34.5363765,-58.494511100000011 -34.5362521,-58.49341410000001 -34.535766300000013,-58.49223502812125 -34.535178019007965,-58.4916017 -34.5360664,-58.4909981 -34.5369389,-58.490415	8000	21	F	vuelta	COMUN BASICO
LINESTRING (-58.512048200000017 -34.517326100000034,-58.512619012232349 -34.516435983004598,-58.5127474 -34.51624410000003,-58.512779499999972 -34.51528,-58.512829 -34.5141667,-58.512890972411356 -34.513023018301645,-58.512503699999982 -34.5128492,-58.511562099999978 -34.5124208,-58.510584 -34.5119758,-58.50961970000003 -34.511537,-58.508662400000041 -34.5111014,-58.507708030918806 -34.510643017933099,-58.507182030063547 -34.510409958507871,-58.506762955997523 -34.510223021826015,-58.505780958112247 -34.509780039793895,-58.504851982283661 -34.509360023158308,-58.503916012963039 -34.508948026308722,-58.503752037428768 -34.508876041138429,-58.502856800000032 -34.5084599,-58.501956500000013 -34.508050299999987,-58.500962300000033 -34.5075979,-58.500009400000017 -34.5071643,-58.4990395 -34.506723,-58.498121015413453 -34.506289037700277,-58.497121957336667 -34.50585798240305,-58.496576970352663 -34.505619021851409,-58.496173033943691 -34.505429970726993,-58.495235976127127 -34.5049989731014	8001	21	G	vuelta	COMUN BASICO
LINESTRING (-58.476070887686063 -34.53848198809272,-58.4755561 -34.539399399999986,-58.475542933763116 -34.539735662608138,-58.475413965384554 -34.540122034422026,-58.475115035064405 -34.540732009861877,-58.475032033678183 -34.540957966036608,-58.475089010682716 -34.54097698460204,-58.476024010976204 -34.541280013199582,-58.476836974510363 -34.54154500014976,-58.476905994443499 -34.541565008260484,-58.476974026399041 -34.54158799181684,-58.477840021003487 -34.541877039305881,-58.477909041991722 -34.541900022217455,-58.477974018881014 -34.541922013806158,-58.478849993974563 -34.542203028387497,-58.478914971346633 -34.542225019474266,-58.478980038812004 -34.542248002304035,-58.479845956686852 -34.542533970013267,-58.479911024666926 -34.542557042508335,-58.479937972605001 -34.542498973935082,-58.480283001877915 -34.541798991739029,-58.480790799999987 -34.540766900000015,-58.480893 -34.5407509,-58.480946700000011 -34.5407139,-58.481086 -34.5407864,-58.481229006804149 -34.540944019241671,-5	8002	21	H	vuelta	COMUN BASICO
LINESTRING (-58.476070887686063 -34.53848198809272,-58.4755561 -34.539399399999986,-58.475542933763116 -34.539735662608138,-58.475413965384554 -34.540122034422041,-58.475115035064405 -34.540732009861877,-58.475032033678183 -34.540957966036608,-58.475089010682716 -34.54097698460204,-58.476024010976204 -34.541280013199582,-58.476836974510363 -34.54154500014976,-58.476905994443499 -34.541565008260484,-58.476974026399041 -34.54158799181684,-58.477840021003487 -34.541877039305881,-58.477909041991722 -34.541900022217455,-58.477974018881014 -34.541922013806158,-58.478849993974563 -34.542203028387497,-58.478914971346633 -34.542225019474266,-58.478980038812004 -34.542248002304035,-58.479845956686852 -34.542533970013267,-58.479911024666926 -34.542557042508335,-58.479937972605001 -34.542498973935082,-58.480283001877915 -34.541798991739029,-58.480790799999987 -34.540766900000015,-58.480893 -34.5407509,-58.480946700000011 -34.5407139,-58.481086 -34.5407864,-58.481229006804149 -34.540944019241671,-5	8003	21	I	vuelta	EXPRESO 
LINESTRING (-58.475669700000331 -34.536841199999891,-58.47574310000001 -34.5368189,-58.4758038 -34.536825300000011,-58.476740499999927 -34.537159600000045,-58.4764779 -34.537678400000011,-58.476283699999961 -34.538058600000035,-58.476250599999894 -34.538374400000059,-58.4756587 -34.5394869,-58.475535570537041 -34.539764096428904,-58.475413684825639 -34.540120968749278,-58.475115035064405 -34.540732009861877,-58.475012726438763 -34.540945662101336,-58.476024010976204 -34.541280013199582,-58.476836974510363 -34.54154500014976,-58.476905994443499 -34.541565008260484,-58.476974026399041 -34.54158799181684,-58.477840021003487 -34.541877039305881,-58.477909041991722 -34.541900022217455,-58.47787795881775 -34.541957008910522,-58.47753695737152 -34.542683040823739,-58.477502996502409 -34.542732003284584,-58.477472001366699 -34.542781957166397,-58.477130003107021 -34.543499963488422,-58.477107006364442 -34.543553973646333,-58.477081043794279 -34.543606992359365,-58.476742988646791 -34.544299030	8004	151	A	vuelta	COMUN BASICO
LINESTRING (-58.526514020264464 -34.638299987792038,-58.525857025886218 -34.638251011577509,-58.525195983653866 -34.638202033897251,-58.525208017699349 -34.638052991170305,-58.525299984409479 -34.637238968097634,-58.52531198304596 -34.637162955986305,-58.525448026811794 -34.636113797070152,-58.525501560225401 -34.635642017984843,-58.525509038856121 -34.635536060783615,-58.525514975626123 -34.635404977027697,-58.525602343336907 -34.634584902805535,-58.5268942 -34.6346895,-58.527082499999977 -34.63464,-58.527982499999958 -34.634707900000016,-58.528179299999969 -34.63471820000003,-58.5288555 -34.634520800000026,-58.529041200000016 -34.634430200000018,-58.5293778 -34.6341706,-58.529414499999973 -34.634064600000016,-58.529474 -34.633173400000018,-58.529506500000018 -34.6325891,-58.529534031884566 -34.631817825943799,-58.5295955 -34.631042900000011,-58.529688600000014 -34.6291348,-58.5297013 -34.6289242,-58.52973796415322 -34.628207041889624,-58.529746990420094 -34.628133014416925,-58.529784	8005	21	F	ida	COMUN BASICO
LINESTRING (-58.526514020264464 -34.638299987792038,-58.525857025886218 -34.638251011577509,-58.525195983653866 -34.638202033897251,-58.525208017699349 -34.638052991170305,-58.525299984409479 -34.637238968097634,-58.52531198304596 -34.637162955986305,-58.525448026811794 -34.636113797070152,-58.525501560225401 -34.635642017984843,-58.525509038856121 -34.635536060783615,-58.525514975626123 -34.635404977027697,-58.525602343336907 -34.634584902805535,-58.5268942 -34.6346895,-58.527082499999977 -34.63464,-58.527982499999958 -34.634707900000016,-58.528179299999969 -34.63471820000003,-58.5288555 -34.634520800000026,-58.529041200000016 -34.634430200000018,-58.5293778 -34.6341706,-58.529414499999973 -34.634064600000016,-58.529474 -34.633173400000018,-58.529506500000018 -34.6325891,-58.529534031884566 -34.631817825943799,-58.5295955 -34.631042900000011,-58.529688600000014 -34.6291348,-58.5297013 -34.6289242,-58.52973796415322 -34.628207041889624,-58.529746990420094 -34.628133014416925,-58.529784	8006	21	G	ida	COMUN BASICO
LINESTRING (-58.378645230272305 -34.629070644234559,-58.379044331855532 -34.629333454773594,-58.379612362857628 -34.627780622316529,-58.379522018467306 -34.627759009357177,-58.37849342939132 -34.627489000205522,-58.379009084608654 -34.626084589625322,-58.379228955131865 -34.626122018947925,-58.37953400917165 -34.626200036620915,-58.380063987547828 -34.626335999583596,-58.380207970434711 -34.626373964836397,-58.380306985943591 -34.62640099002197,-58.380431990165611 -34.626436958638031,-58.381794009249134 -34.626823039201142,-58.381971978157331 -34.62688104074082,-58.382230244482962 -34.626940025284391,-58.382207977518462 -34.626930965800661,-58.382333017003226 -34.626932040023789,-58.382720993814942 -34.626941040686084,-58.382814987644451 -34.626953003586003,-58.384346985385434 -34.627020987213484,-58.384423005869373 -34.627014003431441,-58.38564899327627 -34.627057971335596,-58.385722032189072 -34.627064959879398,-58.385797955238587 -34.627065999544612,-58.387105977092943 -34.627119020	8007	151	A	ida	COMUN BASICO
LINESTRING (-58.473254995537069 -34.652849033828616,-58.47331997214053 -34.652906009975844,-58.473477014853138 -34.653047999862089,-58.473675996797724 -34.653231009054188,-58.473831960768266 -34.653372006801142,-58.473873989772734 -34.653414018006622,-58.47402302440873 -34.653546991806373,-58.474088002218025 -34.653604959309135,-58.474152980539429 -34.653665992252229,-58.474401013332489 -34.653887043585776,-58.474716996830146 -34.654173995448843,-58.474840025225483 -34.654288036975515,-58.475091033038446 -34.654520987842758,-58.475343030309013 -34.654742036825596,-58.475510645539899 -34.654901849415751,-58.476270140309865 -34.654747889502296,-58.477900249317159 -34.654417476222164,-58.478542386663392 -34.654287249810338,-58.479446403581512 -34.654104025023479,-58.479667379201324 -34.654059204423142,-58.480989137420949 -34.65379125896424,-58.481124003089548 -34.653568034780974,-58.481153956459593 -34.653514023784012,-58.481195963894173 -34.653441978741611,-58.481901981885535 -34.6522229	8008	7	A	vuelta	COMUN BASICO
LINESTRING (-58.374245993323051 -34.58101004271132,-58.37017240934707 -34.58332319575738,-58.368978627442779 -34.584003459099975,-58.369273135222002 -34.584360906871893,-58.369550411667483 -34.584692193776831,-58.370259130219146 -34.585553870081505,-58.370623243424646 -34.585991160592229,-58.371390545542297 -34.586871084483434,-58.371839420373433 -34.587382334702227,-58.371827396168392 -34.587747616384064,-58.371738097843945 -34.588147845301684,-58.372226670013795 -34.588805233455091,-58.37325966232374 -34.590113974407828,-58.374157230080428 -34.591120475546475,-58.375439841655087 -34.59265622582982,-58.373842229018294 -34.593567767206238,-58.373040024274943 -34.594517866994416,-58.372251711380713 -34.596133051952101,-58.371803648407571 -34.597143000717011,-58.37116999790549 -34.598394561949824,-58.371169216293417 -34.598569078910153,-58.370931386684354 -34.599527255808773,-58.370617534065097 -34.600665901415034,-58.370483742332212 -34.601895783179245,-58.370408311886976 -34.6030139472	8009	7	A	ida	COMUN BASICO
LINESTRING (-58.450582466552703 -34.558440202650438,-58.449494039401223 -34.559092003789992,-58.449409990413599 -34.559137977516698,-58.449349042851537 -34.559176019418565,-58.448228969597558 -34.559843995468626,-58.448199033918577 -34.559866983337358,-58.446675020038398 -34.56040902966064,-58.445526306547279 -34.561140231524021,-58.444624342726975 -34.562005958259356,-58.444496815886723 -34.562133051102833,-58.443634426904183 -34.562826580491034,-58.442621864402781 -34.56362617194339,-58.442535270813607 -34.563689047779995,-58.441267856141415 -34.564609224650461,-58.441132385424275 -34.564707655839968,-58.440445999174898 -34.565288994026957,-58.44036103498032 -34.565353985564627,-58.440276967409218 -34.565427001656317,-58.439413845791407 -34.566142191978791,-58.439160929151029 -34.566357339062776,-58.438098265164854 -34.567328535175292,-58.437879321456641 -34.567536316829155,-58.437353025265153 -34.568347018660575,-58.437069730550604 -34.568778527563978,-58.437018972243052 -34.5688338	8010	29	D	vuelta	EXPRESO 
LINESTRING (-58.375020015175771 -34.607192983176802,-58.375570995700869 -34.606902967046828,-58.375647035074337 -34.606861005970167,-58.376443035149165 -34.606445024223632,-58.376500981266595 -34.606418016662332,-58.376553985019633 -34.606387038468668,-58.377437978106627 -34.605926031427977,-58.377510957973016 -34.605883976881785,-58.377958971442247 -34.605657982942667,-58.378011977192351 -34.605624028775495,-58.379381940230552 -34.604908677511929,-58.379497914593415 -34.604845509492506,-58.380325983188925 -34.604897016019564,-58.380902444510376 -34.604939969379053,-58.382133606503793 -34.605014326781173,-58.383563035747244 -34.605098956882848,-58.383616989242775 -34.605106024479987,-58.383624043893221 -34.605064013683489,-58.383687036703087 -34.60426296741656,-58.383711974587641 -34.603950032128594,-58.38371199358803 -34.603834985743816,-58.383707969399211 -34.603715969622165,-58.383769031946372 -34.602861996926961,-58.383775967965697 -34.60275497939341,-58.383792008740556 -34.6026249	8011	29	D	ida	EXPRESO 
LINESTRING (-58.46630302678259 -34.536686985309409,-58.466260975342493 -34.536759026601601,-58.466010011772795 -34.537158003934138,-58.465808017486779 -34.537488004973113,-58.465762011221429 -34.537556980650656,-58.465305989770805 -34.538298038950828,-58.464835043633713 -34.539061997056791,-58.464347015450869 -34.539856969462093,-58.464327964922809 -34.539884018536682,-58.463857989426543 -34.540647972663436,-58.463824021387978 -34.540698013289663,-58.46336451250675 -34.541369648680252,-58.463181556599217 -34.541583819324401,-58.463080038711631 -34.541674029218385,-58.462799029851212 -34.541929009890708,-58.462601954173699 -34.542112040169876,-58.462303957569624 -34.542390011156655,-58.461983042867011 -34.54268700559853,-58.461837008420822 -34.542819994618434,-58.461423975545564 -34.543196961183206,-58.461294025597887 -34.543326974341213,-58.460620006338665 -34.543941964325683,-58.459794992426204 -34.544718969328798,-58.458940041618277 -34.545384977520584,-58.458886028188189 -34.5454269	8012	29	C	vuelta	COMUN BASICO
LINESTRING (-58.364765104599343 -34.640256626518337,-58.36330167537438 -34.6399650823925,-58.36214600523094 -34.639519996068017,-58.361820020976943 -34.639388001336222,-58.361400369906278 -34.639317093105653,-58.361090705543212 -34.639133240865988,-58.360766810034526 -34.639043947229958,-58.360298035645918 -34.638982991008604,-58.358474022352333 -34.638948987820193,-58.35812234929638 -34.638861278144809,-58.357010255410621 -34.638332281305374,-58.357397957531411 -34.637756041988823,-58.357479010145944 -34.637620960259895,-58.357918015509981 -34.636938997981758,-58.357944977577546 -34.63688997342733,-58.357975002257895 -34.636837976175315,-58.358394038026361 -34.636146978814395,-58.358420012402249 -34.6360959697558,-58.358453009130251 -34.636040999598436,-58.358803976415004 -34.635459037662585,-58.358892955233472 -34.63531296201603,-58.358255967816064 -34.635046983429191,-58.358001038679824 -34.634948038266586,-58.357540996845508 -34.634771016555518,-58.35757498461119 -34.63471496554298	8013	29	C	ida	COMUN BASICO
LINESTRING (-58.364765104599343 -34.640256626518337,-58.36330167537438 -34.6399650823925,-58.36214600523094 -34.639519996068017,-58.361820020976943 -34.639388001336222,-58.361400369906278 -34.639317093105653,-58.361090705543212 -34.639133240865988,-58.360766810034526 -34.639043947229958,-58.360298035645918 -34.638982991008604,-58.358474022352333 -34.638948987820193,-58.358122349296387 -34.638861278144795,-58.357010255410621 -34.638332281305374,-58.357397957531411 -34.637756041988823,-58.357479010145944 -34.637620960259895,-58.357918015509981 -34.636938997981758,-58.357944977577546 -34.63688997342733,-58.357975002257895 -34.636837976175315,-58.358394038026361 -34.636146978814395,-58.358420012402249 -34.6360959697558,-58.358453009130251 -34.636040999598436,-58.358803976415004 -34.635459037662585,-58.358892955233472 -34.63531296201603,-58.358255967816064 -34.635046983429191,-58.358001038679824 -34.634948038266586,-58.357540996845508 -34.634771016555518,-58.35757498461119 -34.6347149655429	8014	29	A	ida	COMUN BASICO
LINESTRING (-58.364765104599343 -34.640256626518337,-58.36330167537438 -34.6399650823925,-58.36214600523094 -34.639519996068017,-58.361820020976943 -34.639388001336222,-58.361400369906278 -34.639317093105653,-58.361090705543212 -34.639133240865988,-58.360766810034526 -34.639043947229958,-58.360298035645918 -34.638982991008604,-58.358474022352333 -34.638948987820193,-58.358117831251306 -34.638863036881503,-58.357010255410621 -34.638332281305374,-58.357397957531411 -34.637756041988823,-58.357479010145944 -34.637620960259895,-58.357918015509981 -34.636938997981758,-58.357944977577546 -34.63688997342733,-58.357975002257895 -34.636837976175315,-58.358394038026361 -34.636146978814395,-58.358420012402249 -34.6360959697558,-58.358453009130251 -34.636040999598436,-58.358803976415004 -34.635459037662585,-58.358892955233472 -34.63531296201603,-58.358255967816064 -34.635046983429191,-58.358001038679824 -34.634948038266586,-58.357540996845508 -34.634771016555518,-58.35757498461119 -34.6347149655429	8015	29	B	ida	COMUN BASICO
LINESTRING (-58.477652400000018 -34.506099500000012,-58.477727400000205 -34.506125599999983,-58.479875500000027 -34.5071857,-58.4793949 -34.5083558,-58.478763099999966 -34.509823,-58.478220019510793 -34.511129990944127,-58.477088043000897 -34.51376803233817,-58.477079961063758 -34.513786967543957,-58.47667002088275 -34.514737965410866,-58.476498699999965 -34.515105399999989,-58.475917499999987 -34.516572200000034,-58.475824499999938 -34.516795700000038,-58.4750539 -34.51856650000002,-58.4745615 -34.5196106,-58.474144500000016 -34.520533200000017,-58.473742199999982 -34.521483400000015,-58.473324799999986 -34.522480399999964,-58.4726967 -34.5239038,-58.472218800000029 -34.5250092,-58.471850800000048 -34.525797100000013,-58.4714619 -34.526640200000024,-58.471036699999985 -34.5276536,-58.470557700000036 -34.528683899999969,-58.470477 -34.5288507,-58.470130977195687 -34.529626972672347,-58.469654031465872 -34.530602022083599,-58.469183993651249 -34.531580044484805,-58.46890060000004 -34.53	8016	29	A	vuelta	COMUN BASICO
LINESTRING (-58.499280985829273 -34.551149962441428,-58.498185965790668 -34.550571982924268,-58.49811602824488 -34.550537020154174,-58.498067971786753 -34.550599967554874,-58.497633975782044 -34.551270000322617,-58.497589965885673 -34.551339979049338,-58.497509958932653 -34.551297986134195,-58.496748996077152 -34.550894001956628,-58.496663956958194 -34.55085200988696,-58.496587995724298 -34.550811007026809,-58.495827040147226 -34.550402959750734,-58.495747034976183 -34.550360965672958,-58.495669997350817 -34.550323028056852,-58.49490096357399 -34.549919034470946,-58.494820959331065 -34.54987703978253,-58.494744999506452 -34.549835043980003,-58.4939810079876 -34.549432035030058,-58.493898038840598 -34.549390040492803,-58.493855014676214 -34.549458034066831,-58.493647962583559 -34.549746967633624,-58.493394021112543 -34.550108042692102,-58.493343984467053 -34.550171980525036,-58.493297993950677 -34.550240966427033,-58.492844990643562 -34.550890970895892,-58.492796033432285 -34.5509599573	8017	29	B	vuelta	COMUN BASICO
